0.061,0.155,0.209,0.256
0.062,0.156,0.21,0.257
0.062,0.157,0.211,0.258
0.063,0.158,0.211,0.26
0.063,0.159,0.213,0.261
0.064,0.16,0.214,0.263
0.064,0.161,0.215,0.264
0.064,0.162,0.216,0.265
0.064,0.163,0.217,0.267
0.065,0.164,0.217,0.269
0.065,0.165,0.219,0.271
0.066,0.166,0.22,0.272
0.066,0.166,0.221,0.274
0.066,0.167,0.222,0.275
0.067,0.168,0.223,0.277
0.067,0.169,0.225,0.279
0.067,0.169,0.227,0.28
0.068,0.17,0.228,0.281
0.068,0.171,0.229,0.283
0.068,0.173,0.231,0.284
0.069,0.173,0.232,0.286
0.07,0.174,0.233,0.288
0.071,0.175,0.235,0.29
0.071,0.176,0.236,0.291
0.072,0.177,0.238,0.293
0.073,0.178,0.24,0.295
0.073,0.178,0.241,0.296
0.074,0.179,0.242,0.298
0.075,0.18,0.243,0.3
0.075,0.181,0.243,0.301
0.075,0.181,0.245,0.303
0.076,0.182,0.246,0.305
0.076,0.183,0.247,0.307
0.077,0.184,0.249,0.308
0.077,0.185,0.251,0.31
0.078,0.185,0.252,0.312
0.078,0.187,0.253,0.314
0.079,0.188,0.255,0.316
0.079,0.189,0.257,0.318
0.08,0.19,0.259,0.32
0.08,0.191,0.26,0.321
0.081,0.192,0.262,0.323
0.081,0.193,0.263,0.325
0.082,0.194,0.265,0.327
0.083,0.195,0.267,0.329
0.083,0.196,0.269,0.331
0.084,0.197,0.27,0.333
0.084,0.198,0.272,0.334
0.085,0.199,0.274,0.337
0.086,0.2,0.275,0.338
0.086,0.201,0.276,0.34
0.086,0.202,0.277,0.342
0.087,0.203,0.278,0.344
0.088,0.204,0.28,0.346
0.088,0.205,0.282,0.347
0.089,0.206,0.283,0.35
0.09,0.208,0.285,0.352
0.091,0.209,0.287,0.354
0.091,0.21,0.289,0.357
0.092,0.212,0.291,0.359
0.093,0.213,0.293,0.362
0.094,0.213,0.294,0.364
0.095,0.215,0.296,0.366
0.095,0.216,0.298,0.369
0.096,0.217,0.3,0.371
0.097,0.218,0.301,0.374
0.097,0.219,0.302,0.376
0.098,0.221,0.304,0.378
0.099,0.222,0.306,0.381
0.099,0.223,0.308,0.383
0.1,0.224,0.31,0.386
0.101,0.226,0.311,0.388
0.101,0.227,0.313,0.391
0.102,0.228,0.315,0.393
0.103,0.23,0.318,0.396
0.104,0.231,0.32,0.399
0.105,0.233,0.322,0.401
0.105,0.234,0.324,0.403
0.106,0.235,0.326,0.406
0.107,0.237,0.328,0.409
0.108,0.238,0.33,0.411
0.109,0.24,0.332,0.413
0.109,0.241,0.334,0.416
0.11,0.242,0.336,0.418
0.111,0.243,0.338,0.421
0.112,0.244,0.34,0.424
0.112,0.246,0.343,0.427
0.113,0.247,0.344,0.429
0.113,0.248,0.346,0.432
0.114,0.25,0.348,0.435
0.115,0.251,0.351,0.438
0.115,0.253,0.353,0.441
0.116,0.254,0.355,0.443
0.116,0.255,0.358,0.446
0.117,0.257,0.361,0.449
0.118,0.259,0.363,0.453
0.119,0.26,0.366,0.456
0.12,0.262,0.368,0.459
0.121,0.264,0.371,0.462
0.122,0.265,0.373,0.464
0.123,0.267,0.375,0.466
0.124,0.269,0.377,0.469
0.125,0.271,0.38,0.472
0.126,0.273,0.382,0.475
0.127,0.274,0.384,0.478
0.128,0.275,0.386,0.481
0.129,0.277,0.388,0.485
0.13,0.278,0.391,0.488
0.131,0.28,0.393,0.491
0.133,0.281,0.396,0.494
0.134,0.283,0.398,0.498
0.135,0.284,0.4,0.501
0.135,0.286,0.403,0.505
0.136,0.287,0.406,0.508
0.137,0.289,0.409,0.512
0.138,0.291,0.412,0.515
0.139,0.292,0.414,0.518
0.14,0.294,0.418,0.522
0.142,0.296,0.42,0.525
