nm lambda,1,2,3,4,5,6,7,8
845.64,0.005,0.023,0.007,0.002,0.015,0.036,0.013,0.053
845.814,0.005,0.023,0.007,0.002,0.015,0.036,0.013,0.053
845.988,0.005,0.023,0.007,0.002,0.015,0.035,0.013,0.052
846.162,0.006,0.023,0.007,0.003,0.015,0.035,0.013,0.052
846.336,0.006,0.023,0.007,0.002,0.015,0.034,0.014,0.051
846.51,0.006,0.023,0.007,0.003,0.015,0.034,0.014,0.051
846.684,0.006,0.023,0.008,0.003,0.015,0.034,0.014,0.051
846.858,0.006,0.023,0.008,0.003,0.015,0.033,0.014,0.051
847.032,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.05
847.206,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.05
847.38,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.05
847.554,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.049
847.728,0.006,0.023,0.007,0.003,0.015,0.033,0.014,0.049
847.902,0.006,0.023,0.007,0.003,0.015,0.032,0.014,0.048
848.076,0.005,0.022,0.007,0.002,0.014,0.032,0.013,0.048
848.25,0.005,0.022,0.007,0.002,0.014,0.031,0.013,0.047
848.425,0.005,0.022,0.007,0.003,0.015,0.031,0.013,0.047
848.599,0.005,0.022,0.008,0.003,0.015,0.031,0.013,0.047
848.773,0.005,0.022,0.008,0.003,0.015,0.03,0.013,0.046
848.947,0.005,0.022,0.008,0.003,0.015,0.03,0.013,0.046
849.121,0.005,0.022,0.008,0.003,0.015,0.03,0.013,0.045
849.295,0.005,0.022,0.008,0.003,0.015,0.029,0.013,0.045
849.469,0.005,0.022,0.008,0.003,0.015,0.029,0.013,0.045
849.643,0.005,0.022,0.008,0.003,0.016,0.029,0.013,0.045
849.817,0.005,0.022,0.008,0.003,0.016,0.029,0.013,0.045
849.991,0.005,0.022,0.009,0.003,0.016,0.029,0.014,0.045
850.165,0.005,0.022,0.009,0.003,0.016,0.029,0.014,0.045
850.339,0.006,0.022,0.009,0.003,0.016,0.029,0.014,0.046
850.513,0.006,0.022,0.009,0.003,0.016,0.029,0.014,0.046
850.687,0.006,0.022,0.009,0.003,0.016,0.029,0.014,0.046
850.861,0.006,0.022,0.009,0.003,0.016,0.028,0.014,0.045
851.035,0.006,0.022,0.009,0.003,0.016,0.028,0.014,0.045
851.209,0.006,0.022,0.008,0.003,0.016,0.027,0.014,0.044
851.383,0.006,0.021,0.008,0.003,0.016,0.027,0.014,0.043
851.557,0.006,0.021,0.008,0.003,0.016,0.026,0.014,0.043
851.731,0.007,0.022,0.008,0.003,0.016,0.026,0.014,0.043
851.905,0.007,0.021,0.008,0.004,0.016,0.026,0.014,0.042
852.08,0.007,0.022,0.008,0.004,0.016,0.026,0.014,0.042
852.254,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.042
852.428,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.043
852.602,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.043
852.776,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.042
852.95,0.007,0.022,0.009,0.004,0.016,0.026,0.015,0.042
853.124,0.007,0.022,0.009,0.004,0.016,0.026,0.016,0.043
853.298,0.007,0.022,0.009,0.004,0.016,0.025,0.015,0.042
853.472,0.007,0.022,0.009,0.004,0.016,0.025,0.015,0.041
853.646,0.007,0.022,0.009,0.004,0.015,0.024,0.016,0.041
853.82,0.007,0.022,0.009,0.003,0.015,0.023,0.015,0.04
853.994,0.006,0.022,0.009,0.004,0.015,0.023,0.015,0.04
854.168,0.006,0.022,0.009,0.003,0.015,0.022,0.015,0.039
854.342,0.006,0.022,0.009,0.003,0.015,0.021,0.015,0.038
854.516,0.006,0.022,0.009,0.003,0.015,0.021,0.015,0.038
854.69,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.037
854.865,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.037
855.039,0.006,0.022,0.009,0.003,0.015,0.019,0.013,0.036
855.213,0.006,0.022,0.009,0.003,0.015,0.019,0.014,0.036
855.387,0.006,0.022,0.009,0.003,0.015,0.019,0.013,0.036
855.561,0.006,0.022,0.009,0.003,0.015,0.019,0.014,0.036
855.735,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.035
855.909,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.036
856.083,0.006,0.022,0.009,0.003,0.015,0.02,0.014,0.036
856.257,0.007,0.022,0.009,0.003,0.015,0.02,0.014,0.036
856.431,0.007,0.022,0.009,0.003,0.015,0.019,0.014,0.035
856.605,0.007,0.022,0.009,0.003,0.015,0.019,0.014,0.035
856.779,0.006,0.022,0.009,0.003,0.016,0.019,0.014,0.035
856.954,0.007,0.021,0.009,0.003,0.016,0.019,0.014,0.034
857.128,0.007,0.022,0.01,0.004,0.015,0.018,0.014,0.034
857.302,0.007,0.021,0.01,0.003,0.015,0.018,0.014,0.034
857.476,0.007,0.021,0.009,0.003,0.015,0.017,0.014,0.033
857.65,0.007,0.021,0.01,0.003,0.015,0.017,0.014,0.033
857.824,0.007,0.021,0.01,0.003,0.015,0.016,0.014,0.033
857.998,0.007,0.021,0.009,0.004,0.015,0.016,0.014,0.033
858.172,0.007,0.021,0.009,0.004,0.015,0.016,0.014,0.033
858.346,0.007,0.021,0.01,0.004,0.015,0.017,0.014,0.033
858.52,0.007,0.021,0.01,0.004,0.016,0.017,0.014,0.033
858.694,0.007,0.021,0.01,0.004,0.016,0.016,0.014,0.033
858.869,0.007,0.021,0.01,0.004,0.015,0.016,0.014,0.032
859.043,0.007,0.021,0.01,0.004,0.015,0.016,0.014,0.032
859.217,0.007,0.021,0.009,0.004,0.015,0.015,0.014,0.031
859.391,0.007,0.021,0.009,0.003,0.015,0.014,0.014,0.03
859.565,0.007,0.02,0.009,0.003,0.015,0.014,0.014,0.029
859.739,0.007,0.021,0.009,0.003,0.015,0.013,0.014,0.029
859.913,0.007,0.021,0.009,0.003,0.015,0.013,0.014,0.028
860.087,0.007,0.02,0.009,0.003,0.015,0.012,0.014,0.027
860.261,0.007,0.021,0.009,0.003,0.015,0.012,0.014,0.027
860.435,0.007,0.021,0.009,0.003,0.015,0.011,0.013,0.027
860.61,0.007,0.021,0.009,0.003,0.015,0.011,0.014,0.026
860.784,0.006,0.021,0.01,0.004,0.015,0.011,0.014,0.027
860.958,0.006,0.021,0.009,0.004,0.015,0.011,0.014,0.027
861.132,0.007,0.021,0.01,0.004,0.015,0.011,0.014,0.027
861.306,0.007,0.021,0.01,0.004,0.015,0.011,0.014,0.028
861.48,0.007,0.021,0.01,0.004,0.015,0.012,0.014,0.028
861.654,0.007,0.021,0.01,0.004,0.015,0.012,0.014,0.028
861.828,0.007,0.021,0.01,0.004,0.015,0.012,0.014,0.028
862.002,0.007,0.021,0.01,0.004,0.016,0.011,0.015,0.028
862.177,0.007,0.02,0.009,0.004,0.016,0.011,0.015,0.028
862.351,0.007,0.02,0.01,0.004,0.016,0.011,0.015,0.028
862.525,0.007,0.02,0.009,0.004,0.016,0.011,0.016,0.028
862.699,0.007,0.02,0.009,0.004,0.015,0.01,0.016,0.027
862.873,0.007,0.02,0.009,0.004,0.015,0.009,0.016,0.026
863.047,0.007,0.019,0.009,0.004,0.015,0.008,0.015,0.026
863.221,0.007,0.019,0.009,0.004,0.015,0.008,0.015,0.025
863.395,0.007,0.019,0.009,0.004,0.015,0.008,0.015,0.025
863.57,0.008,0.019,0.01,0.004,0.015,0.007,0.015,0.025
863.744,0.008,0.02,0.01,0.004,0.015,0.007,0.016,0.024
863.918,0.008,0.02,0.01,0.004,0.015,0.007,0.016,0.024
864.092,0.008,0.02,0.01,0.004,0.015,0.007,0.016,0.024
864.266,0.008,0.02,0.01,0.004,0.015,0.007,0.016,0.024
864.44,0.008,0.021,0.01,0.004,0.016,0.007,0.015,0.024
864.614,0.008,0.021,0.011,0.004,0.016,0.007,0.015,0.024
864.788,0.008,0.021,0.011,0.004,0.016,0.007,0.015,0.023
864.963,0.008,0.021,0.011,0.004,0.015,0.007,0.015,0.023
865.137,0.008,0.021,0.011,0.004,0.015,0.006,0.014,0.022
865.311,0.008,0.021,0.011,0.004,0.015,0.006,0.014,0.021
865.485,0.007,0.021,0.011,0.004,0.015,0.005,0.014,0.021
865.659,0.007,0.02,0.01,0.004,0.015,0.005,0.013,0.02
865.833,0.007,0.02,0.01,0.004,0.015,0.004,0.013,0.019
866.007,0.007,0.02,0.01,0.004,0.015,0.004,0.013,0.019
866.181,0.007,0.02,0.01,0.004,0.015,0.004,0.013,0.019
866.356,0.007,0.02,0.01,0.005,0.015,0.003,0.014,0.019
866.53,0.007,0.019,0.01,0.005,0.015,0.003,0.014,0.018
866.704,0.007,0.019,0.01,0.005,0.015,0.003,0.014,0.019
866.878,0.007,0.019,0.01,0.005,0.015,0.003,0.014,0.019
867.052,0.007,0.019,0.01,0.005,0.015,0.003,0.015,0.019
867.226,0.007,0.019,0.01,0.005,0.015,0.004,0.015,0.019
867.4,0.008,0.019,0.01,0.006,0.016,0.004,0.016,0.019
867.575,0.008,0.02,0.01,0.006,0.016,0.004,0.016,0.02
867.749,0.008,0.019,0.011,0.006,0.016,0.004,0.017,0.02
867.923,0.008,0.019,0.011,0.006,0.016,0.004,0.017,0.019
868.097,0.008,0.019,0.011,0.006,0.016,0.003,0.017,0.019
868.271,0.008,0.019,0.011,0.006,0.016,0.003,0.017,0.019
868.445,0.008,0.019,0.011,0.005,0.016,0.002,0.016,0.018
868.62,0.008,0.019,0.011,0.005,0.016,0.002,0.016,0.017
868.794,0.008,0.019,0.011,0.005,0.015,0.001,0.016,0.016
868.968,0.008,0.019,0.011,0.005,0.015,0.001,0.015,0.016
869.142,0.008,0.019,0.011,0.005,0.015,0,0.015,0.015
869.316,0.008,0.019,0.011,0.005,0.015,0,0.015,0.014
869.49,0.008,0.019,0.011,0.005,0.015,0,0.015,0.014
869.664,0.008,0.02,0.011,0.005,0.015,0,0.015,0.014
869.839,0.008,0.02,0.011,0.005,0.015,0,0.015,0.014
870.013,0.008,0.02,0.011,0.005,0.015,0,0.015,0.014
870.187,0.008,0.021,0.012,0.006,0.016,0,0.015,0.014
870.361,0.008,0.021,0.012,0.006,0.016,0,0.015,0.014
870.535,0.008,0.021,0.012,0.006,0.016,0,0.015,0.014
870.709,0.008,0.021,0.012,0.006,0.016,0,0.015,0.014
870.884,0.008,0.021,0.012,0.007,0.016,0,0.016,0.014
871.058,0.008,0.021,0.012,0.007,0.016,0,0.016,0.014
871.232,0.008,0.02,0.012,0.007,0.016,0,0.016,0.014
871.406,0.008,0.02,0.012,0.006,0.016,0,0.016,0.013
871.58,0.008,0.02,0.012,0.006,0.016,0,0.016,0.013
871.754,0.008,0.02,0.012,0.006,0.016,0,0.016,0.013
871.929,0.008,0.02,0.012,0.006,0.016,0,0.016,0.013
872.103,0.008,0.02,0.012,0.006,0.016,0,0.017,0.012
872.277,0.008,0.019,0.012,0.006,0.016,0,0.016,0.012
872.451,0.008,0.019,0.012,0.006,0.015,0,0.017,0.012
872.625,0.009,0.019,0.012,0.006,0.016,0,0.017,0.012
872.799,0.009,0.019,0.012,0.006,0.015,0,0.017,0.012
872.974,0.009,0.02,0.012,0.006,0.016,0,0.017,0.012
873.148,0.009,0.02,0.012,0.006,0.016,0,0.017,0.013
873.322,0.01,0.02,0.013,0.007,0.016,0,0.018,0.013
873.496,0.01,0.02,0.013,0.007,0.016,0,0.018,0.013
873.67,0.01,0.021,0.013,0.007,0.016,0,0.018,0.013
873.845,0.01,0.021,0.014,0.007,0.016,0,0.018,0.012
874.019,0.01,0.021,0.013,0.007,0.016,0,0.017,0.011
874.193,0.01,0.021,0.013,0.007,0.016,0,0.017,0.011
874.367,0.009,0.021,0.013,0.007,0.016,0,0.017,0.01
874.541,0.009,0.021,0.013,0.007,0.016,0,0.016,0.009
874.715,0.009,0.021,0.013,0.007,0.016,0,0.016,0.008
874.89,0.008,0.021,0.013,0.007,0.016,0,0.016,0.007
875.064,0.008,0.021,0.013,0.007,0.016,0,0.015,0.006
875.238,0.008,0.02,0.012,0.006,0.016,0,0.015,0.006
875.412,0.008,0.021,0.012,0.006,0.016,0,0.015,0.005
875.586,0.008,0.021,0.012,0.006,0.016,0,0.015,0.005
875.761,0.008,0.021,0.012,0.006,0.017,0,0.015,0.005
875.935,0.008,0.021,0.012,0.006,0.017,0,0.016,0.006
876.109,0.009,0.021,0.013,0.007,0.017,0,0.016,0.006
876.283,0.009,0.02,0.013,0.006,0.017,0,0.016,0.006
876.457,0.009,0.02,0.013,0.006,0.017,0,0.016,0.007
876.632,0.009,0.02,0.013,0.006,0.017,0,0.017,0.007
876.806,0.01,0.02,0.013,0.006,0.017,0,0.017,0.007
876.98,0.01,0.02,0.013,0.006,0.017,0,0.017,0.007
877.154,0.01,0.021,0.013,0.007,0.017,0,0.018,0.007
877.328,0.01,0.021,0.013,0.007,0.017,0,0.017,0.007
877.503,0.01,0.021,0.013,0.007,0.017,0,0.017,0.007
877.677,0.01,0.02,0.013,0.006,0.016,0,0.017,0.006
877.851,0.01,0.02,0.013,0.006,0.016,0,0.017,0.005
878.025,0.01,0.02,0.013,0.006,0.016,0,0.017,0.005
878.199,0.009,0.02,0.012,0.006,0.015,0,0.016,0.004
878.374,0.009,0.02,0.012,0.006,0.015,0,0.016,0.004
878.548,0.009,0.02,0.013,0.006,0.015,0,0.016,0.003
878.722,0.009,0.02,0.013,0.006,0.015,0,0.016,0.003
878.896,0.008,0.02,0.013,0.007,0.015,0,0.016,0.003
879.07,0.008,0.02,0.013,0.007,0.016,0,0.016,0.003
879.245,0.008,0.02,0.013,0.007,0.016,0,0.016,0.004
879.419,0.008,0.02,0.013,0.008,0.016,0,0.016,0.004
879.593,0.008,0.02,0.013,0.008,0.016,0,0.017,0.004
879.767,0.008,0.02,0.013,0.008,0.017,0,0.017,0.004
879.942,0.008,0.02,0.013,0.008,0.017,0,0.017,0.004
880.116,0.008,0.02,0.013,0.008,0.017,0,0.017,0.005
880.29,0.008,0.02,0.013,0.008,0.016,0,0.017,0.005
880.464,0.008,0.019,0.013,0.008,0.016,0,0.017,0.004
880.638,0.008,0.019,0.013,0.008,0.016,0,0.017,0.004
880.813,0.009,0.019,0.013,0.008,0.016,0,0.017,0.003
880.987,0.009,0.019,0.013,0.008,0.016,0,0.016,0.002
881.161,0.009,0.019,0.013,0.007,0.015,0,0.016,0.002
881.335,0.009,0.019,0.013,0.007,0.016,0,0.016,0.002
881.51,0.009,0.019,0.013,0.007,0.015,0,0.016,0.001
881.684,0.009,0.019,0.013,0.007,0.015,0,0.017,0.001
881.858,0.009,0.019,0.013,0.007,0.015,0,0.017,0.001
882.032,0.009,0.019,0.013,0.007,0.016,0,0.017,0.001
882.206,0.01,0.02,0.013,0.007,0.016,0,0.017,0.001
882.381,0.01,0.02,0.013,0.007,0.016,0,0.017,0.001
882.555,0.009,0.02,0.014,0.007,0.016,0,0.017,0.001
882.729,0.009,0.021,0.014,0.008,0.016,0,0.018,0.001
882.903,0.009,0.021,0.014,0.008,0.016,0,0.018,0
883.078,0.009,0.02,0.014,0.008,0.016,0,0.018,0
883.252,0.009,0.021,0.014,0.008,0.016,0,0.019,0
883.426,0.009,0.021,0.014,0.008,0.016,0,0.019,0
883.6,0.009,0.021,0.014,0.008,0.016,0,0.019,0
883.775,0.009,0.021,0.014,0.008,0.016,0,0.019,0
883.949,0.009,0.021,0.014,0.008,0.016,0,0.019,0
884.123,0.01,0.02,0.014,0.008,0.016,0,0.019,0
884.297,0.01,0.02,0.014,0.008,0.016,0,0.019,0
884.472,0.01,0.02,0.014,0.008,0.016,0,0.019,0
884.646,0.01,0.02,0.014,0.007,0.016,0,0.018,0
884.82,0.01,0.02,0.014,0.008,0.016,0,0.018,0
884.994,0.01,0.02,0.014,0.008,0.016,0,0.018,0
885.169,0.01,0.02,0.014,0.008,0.016,0,0.018,0
885.343,0.01,0.02,0.014,0.008,0.016,0,0.018,0
885.517,0.01,0.02,0.015,0.008,0.017,0,0.019,0
885.691,0.01,0.02,0.015,0.008,0.017,0,0.019,0
885.866,0.01,0.02,0.015,0.009,0.017,0,0.019,0
886.04,0.01,0.02,0.015,0.009,0.017,0,0.019,0
886.214,0.01,0.02,0.015,0.009,0.017,0,0.019,0
886.388,0.009,0.021,0.015,0.009,0.017,0,0.019,0
886.563,0.009,0.02,0.015,0.009,0.017,0,0.018,0
886.737,0.009,0.02,0.015,0.009,0.017,0,0.018,0
886.911,0.009,0.02,0.014,0.009,0.017,0,0.018,0
887.085,0.009,0.02,0.014,0.009,0.017,0,0.018,0
887.26,0.009,0.02,0.014,0.009,0.017,0,0.018,0
887.434,0.009,0.02,0.014,0.009,0.017,0,0.018,0
887.608,0.009,0.02,0.014,0.009,0.017,0,0.018,0
887.782,0.009,0.02,0.014,0.009,0.017,0,0.018,0
887.957,0.01,0.02,0.014,0.009,0.017,0,0.019,0
888.131,0.01,0.02,0.014,0.009,0.017,0,0.019,0
888.305,0.01,0.02,0.014,0.009,0.017,0,0.02,0
888.479,0.011,0.02,0.014,0.01,0.017,0,0.02,0
888.654,0.011,0.02,0.015,0.01,0.017,0,0.02,0
888.828,0.01,0.02,0.014,0.01,0.017,0,0.02,0
889.002,0.01,0.02,0.015,0.01,0.017,0,0.02,0
889.177,0.01,0.02,0.015,0.01,0.018,0,0.02,0
889.351,0.01,0.02,0.015,0.01,0.018,0,0.02,0
889.525,0.01,0.02,0.015,0.01,0.018,0,0.02,0
889.699,0.01,0.021,0.015,0.01,0.018,0,0.02,0
889.874,0.01,0.021,0.015,0.01,0.018,0,0.02,0
890.048,0.01,0.021,0.015,0.01,0.018,0,0.021,0
890.222,0.01,0.02,0.014,0.01,0.018,0,0.02,0
890.396,0.009,0.02,0.014,0.01,0.017,0,0.02,0
890.571,0.009,0.02,0.014,0.01,0.018,0,0.02,0
890.745,0.01,0.02,0.014,0.01,0.018,0,0.02,0
890.919,0.01,0.021,0.015,0.01,0.018,0,0.02,0
891.094,0.01,0.021,0.015,0.01,0.018,0,0.021,0
891.268,0.01,0.021,0.015,0.01,0.018,0,0.021,0
891.442,0.011,0.021,0.015,0.01,0.018,0,0.021,0
891.616,0.011,0.021,0.015,0.01,0.018,0,0.021,0
891.791,0.011,0.021,0.015,0.01,0.018,0,0.02,0
891.965,0.011,0.022,0.015,0.011,0.018,0,0.021,0
892.139,0.011,0.022,0.016,0.011,0.018,0,0.02,0
892.314,0.012,0.022,0.016,0.011,0.019,0,0.021,0
892.488,0.012,0.023,0.016,0.011,0.019,0,0.02,0
892.662,0.012,0.023,0.016,0.012,0.019,0,0.02,0
892.836,0.012,0.022,0.016,0.011,0.018,0,0.02,0
893.011,0.012,0.022,0.016,0.012,0.018,0,0.02,0
893.185,0.012,0.022,0.016,0.012,0.018,0,0.019,0
893.359,0.011,0.022,0.016,0.012,0.018,0,0.019,0
893.534,0.011,0.022,0.015,0.011,0.017,0,0.019,0
893.708,0.011,0.022,0.015,0.011,0.017,0,0.019,0
893.882,0.011,0.022,0.015,0.011,0.018,0,0.02,0
894.056,0.011,0.022,0.015,0.011,0.017,0,0.02,0
894.231,0.011,0.022,0.015,0.011,0.018,0,0.02,0
894.405,0.011,0.021,0.015,0.011,0.018,0,0.02,0
894.579,0.011,0.021,0.015,0.011,0.018,0,0.02,0
894.754,0.011,0.021,0.015,0.011,0.018,0,0.02,0
894.928,0.012,0.022,0.015,0.011,0.018,0,0.021,0
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
