nm lambda,1,2,3,4
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
0,2.5,2.5,2.5,2.5
