nm lambda,1,2,3,4
606.097,2.5,2.5,2.5,2.5
606.269,2.5,2.5,2.5,2.5
606.442,2.5,2.5,2.5,2.5
606.615,2.5,2.5,2.5,2.5
606.787,2.5,2.5,2.5,2.5
606.96,2.5,2.5,2.5,2.5
607.132,2.5,2.5,2.5,2.5
607.305,2.5,2.5,2.5,2.5
607.478,2.5,2.5,2.5,2.5
607.65,2.5,2.5,2.5,2.5
607.823,2.5,2.5,2.5,2.5
607.996,2.5,2.5,2.5,2.5
608.168,2.5,2.5,2.5,2.5
608.341,2.5,2.5,2.5,2.5
608.514,2.5,2.5,2.5,2.5
608.686,2.5,2.5,2.5,2.5
608.859,2.5,2.5,2.5,2.5
609.032,2.5,2.5,2.5,2.5
609.204,2.5,2.5,2.5,2.5
609.377,2.5,2.5,2.5,2.5
609.55,2.5,2.5,2.5,2.5
609.722,2.5,2.5,2.5,2.5
609.895,2.5,2.5,2.5,2.5
610.068,2.5,2.5,2.5,2.5
610.24,2.5,2.5,2.5,2.5
610.413,2.5,2.5,2.5,2.5
610.586,2.5,2.5,2.5,2.5
610.758,2.5,2.5,2.5,2.5
610.931,2.5,2.5,2.5,2.5
611.104,2.5,2.5,2.5,2.5
611.276,2.5,2.5,2.5,2.5
611.449,2.5,2.5,2.5,2.5
611.622,2.5,2.5,2.5,2.5
611.794,2.5,2.5,2.5,2.5
611.967,2.5,2.5,2.5,2.5
612.14,2.5,2.5,2.5,2.5
612.312,2.5,2.5,2.5,2.5
612.485,2.5,2.5,2.5,2.5
612.658,2.5,2.5,2.5,2.5
612.83,2.5,2.5,2.5,2.5
613.003,2.5,2.5,2.5,2.5
613.176,2.5,2.5,2.5,2.5
613.348,2.5,2.5,2.5,2.5
613.521,2.5,2.5,2.5,2.5
613.694,2.5,2.5,2.5,2.5
613.866,2.5,2.5,2.5,2.5
614.039,2.5,2.5,2.5,2.5
614.212,2.5,2.5,2.5,2.5
614.385,2.5,2.5,2.5,2.5
614.557,2.5,2.5,2.5,2.5
614.73,2.5,2.5,2.5,2.5
614.903,2.5,2.5,2.5,2.5
615.075,2.5,2.5,2.5,2.5
615.248,2.5,2.5,2.5,2.5
615.421,2.5,2.5,2.5,2.5
615.593,2.5,2.5,2.5,2.5
615.766,2.5,2.5,2.5,2.5
615.939,2.5,2.5,2.5,2.5
616.111,2.5,2.5,2.5,2.5
616.284,2.5,2.5,2.5,2.5
616.457,2.5,2.5,2.5,2.5
616.63,2.5,2.5,2.5,2.5
616.802,2.5,2.5,2.5,2.5
616.975,2.5,2.5,2.5,2.5
617.148,2.5,2.5,2.5,2.5
617.32,2.5,2.5,2.5,2.5
617.493,2.5,2.5,2.5,2.5
617.666,2.5,2.5,2.5,2.5
617.839,2.5,2.5,2.5,2.5
618.011,2.5,2.5,2.5,2.5
618.184,2.5,2.5,2.5,2.5
618.357,2.5,2.5,2.5,2.5
618.529,2.5,2.5,2.5,2.5
618.702,2.5,2.5,2.5,2.5
618.875,2.5,2.5,2.5,2.5
619.047,2.5,2.5,2.5,2.5
619.22,2.5,2.5,2.5,2.5
619.393,2.5,2.5,2.5,2.5
619.566,2.5,2.5,2.5,2.5
619.738,2.5,2.5,2.5,2.5
619.911,2.5,2.5,2.5,2.5
620.084,2.5,2.5,2.5,2.5
620.257,2.5,2.5,2.5,2.5
620.429,2.5,2.5,2.5,2.5
620.602,2.5,2.5,2.5,2.5
620.775,2.5,2.5,2.5,2.5
620.947,2.5,2.5,2.5,2.5
621.12,2.5,2.5,2.5,2.5
621.293,2.5,2.5,2.5,2.5
621.466,2.5,2.5,2.5,2.5
621.638,2.5,2.5,2.5,2.5
621.811,2.5,2.5,2.5,2.5
621.984,2.5,2.5,2.5,2.5
622.157,2.5,2.5,2.5,2.5
622.329,2.5,2.5,2.5,2.5
622.502,2.5,2.5,2.5,2.5
622.675,2.5,2.5,2.5,2.5
622.847,2.5,2.5,2.5,2.5
623.02,2.5,2.5,2.5,2.5
623.193,2.5,2.5,2.5,2.5
623.366,2.5,2.5,2.5,2.5
623.538,2.5,2.5,2.5,2.5
623.711,2.5,2.5,2.5,2.5
623.884,2.5,2.5,2.5,2.5
624.057,2.5,2.5,2.5,2.5
624.229,2.5,2.5,2.5,2.5
624.402,2.5,2.5,2.5,2.5
624.575,2.5,2.5,2.5,2.5
624.748,2.5,2.5,2.5,2.5
624.92,2.5,2.5,2.5,2.5
625.093,2.5,2.5,2.5,2.5
625.266,2.5,2.5,2.5,2.5
625.439,2.5,2.5,2.5,2.5
625.611,2.5,2.5,2.5,2.5
625.784,2.5,2.5,2.5,2.5
625.957,2.5,2.5,2.5,2.5
626.13,2.5,2.5,2.5,2.5
626.302,2.5,2.5,2.5,2.5
626.475,2.5,2.5,2.5,2.5
626.648,2.5,2.5,2.5,2.5
626.821,2.5,2.5,2.5,2.5
626.993,2.5,2.5,2.5,2.5
627.166,2.5,2.5,2.5,2.5
627.339,2.5,2.5,2.5,2.5
627.512,2.5,2.5,2.5,2.5
627.685,2.5,2.5,2.5,2.5
627.857,2.5,2.5,2.5,2.5
628.03,2.5,2.5,2.5,2.5
628.203,2.5,2.5,2.5,2.5
628.376,2.5,2.5,2.5,2.5
628.548,2.5,2.5,2.5,2.5
628.721,2.5,2.5,2.5,2.5
628.894,2.5,2.5,2.5,2.5
629.067,2.5,2.5,2.5,2.5
629.239,2.5,2.5,2.5,2.5
629.412,2.5,2.5,2.5,2.5
629.585,2.5,2.5,2.5,2.5
629.758,2.5,2.5,2.5,2.5
629.931,2.5,2.5,2.5,2.5
630.103,2.5,2.5,2.5,2.5
630.276,2.5,2.5,2.5,2.5
630.449,2.5,2.5,2.5,2.5
630.622,2.5,2.5,2.5,2.5
630.794,2.5,2.5,2.5,2.5
630.967,2.5,2.5,2.5,2.5
631.14,2.5,2.5,2.5,2.5
631.313,2.5,2.5,2.5,2.5
631.486,2.5,2.5,2.5,2.5
631.658,2.5,2.5,2.5,2.5
631.831,2.5,2.5,2.5,2.5
632.004,2.5,2.5,2.5,2.5
632.177,2.5,2.5,2.5,2.5
632.35,2.5,2.5,2.5,2.5
632.522,2.5,2.5,2.5,2.5
632.695,2.5,2.5,2.5,2.5
632.868,2.5,2.5,2.5,2.5
633.041,2.5,2.5,2.5,2.5
633.214,2.5,2.5,2.5,2.5
633.386,2.5,2.5,2.5,2.5
633.559,2.5,2.5,2.5,2.5
633.732,2.5,2.5,2.5,2.5
633.905,2.5,2.5,2.5,2.5
634.078,2.5,2.5,2.5,2.5
634.25,2.5,2.5,2.5,2.5
634.423,2.5,2.5,2.5,2.5
634.596,2.5,2.5,2.5,2.5
634.769,2.5,2.5,2.5,2.5
634.942,2.5,2.5,2.5,2.5
635.114,2.5,2.5,2.5,2.5
635.287,2.5,2.5,2.5,2.5
635.46,2.5,2.5,2.5,2.5
635.633,2.5,2.5,2.5,2.5
635.806,2.5,2.5,2.5,2.5
635.978,2.5,2.5,2.5,2.5
636.151,2.5,2.5,2.5,2.5
636.324,2.5,2.5,2.5,2.5
636.497,2.5,2.5,2.5,2.5
636.67,2.5,2.5,2.5,2.5
636.843,2.5,2.5,2.5,2.5
637.015,2.5,2.5,2.5,2.5
637.188,2.5,2.5,2.5,2.5
637.361,2.5,2.5,2.5,2.5
637.534,2.5,2.5,2.5,2.5
637.707,2.5,2.5,2.5,2.5
637.879,2.5,2.5,2.5,2.5
638.052,2.5,2.5,2.5,2.5
638.225,2.5,2.5,2.5,2.5
638.398,2.5,2.5,2.5,2.5
638.571,2.5,2.5,2.5,2.5
638.744,2.5,2.5,2.5,2.5
638.916,2.5,2.5,2.5,2.5
639.089,2.5,2.5,2.5,2.5
639.262,2.5,2.5,2.5,2.5
639.435,2.5,2.5,2.5,2.5
639.608,2.5,2.5,2.5,2.5
639.781,2.5,2.5,2.5,2.5
639.953,2.5,2.5,2.5,2.5
640.126,2.5,2.5,2.5,2.5
640.299,2.5,2.5,2.5,2.5
640.472,2.5,2.5,2.5,2.5
640.645,2.5,2.5,2.5,2.5
640.818,2.5,2.5,2.5,2.5
640.99,2.5,2.5,2.5,2.5
641.163,2.5,2.5,2.5,2.5
641.336,2.5,2.5,2.5,2.5
641.509,2.5,2.5,2.5,2.5
641.682,2.5,2.5,2.5,2.5
641.855,2.5,2.5,2.5,2.5
642.028,2.5,2.5,2.5,2.5
642.2,2.5,2.5,2.5,2.5
642.373,2.5,2.5,2.5,2.5
642.546,2.5,2.5,2.5,2.5
642.719,2.5,2.5,2.5,2.5
642.892,2.5,2.5,2.5,2.5
643.065,2.5,2.5,2.5,2.5
643.237,2.5,2.5,2.5,2.5
643.41,2.5,2.5,2.5,2.5
643.583,2.5,2.5,2.5,2.5
643.756,2.5,2.5,2.5,2.5
643.929,2.5,2.5,2.5,2.5
644.102,2.5,2.5,2.5,2.5
644.275,2.5,2.5,2.5,2.5
644.448,2.5,2.5,2.5,2.5
644.62,2.5,2.5,2.5,2.5
644.793,2.5,2.5,2.5,2.5
644.966,2.5,2.5,2.5,2.5
645.139,2.5,2.5,2.5,2.5
645.312,2.5,2.5,2.5,2.5
645.485,2.5,2.5,2.5,2.5
645.658,2.5,2.5,2.5,2.5
645.83,2.5,2.5,2.5,2.5
646.003,2.5,2.5,2.5,2.5
646.176,2.5,2.5,2.5,2.5
646.349,2.5,2.5,2.5,2.5
646.522,2.5,2.5,2.5,2.5
646.695,2.5,2.5,2.5,2.5
646.868,2.5,2.5,2.5,2.5
647.041,2.5,2.5,2.5,2.5
647.213,2.5,2.5,2.5,2.5
647.386,2.5,2.5,2.5,2.5
647.559,2.5,2.5,2.5,2.5
647.732,2.5,2.5,2.5,2.5
647.905,2.5,2.5,2.5,2.5
648.078,2.5,2.5,2.5,2.5
648.251,2.5,2.5,2.5,2.5
648.424,2.5,2.5,2.5,2.5
648.597,2.5,2.5,2.5,2.5
648.769,2.5,2.5,2.5,2.5
648.942,2.5,2.5,2.5,2.5
649.115,2.5,2.5,2.5,2.5
649.288,2.5,2.5,2.5,2.5
649.461,2.5,2.5,2.5,2.5
649.634,2.5,2.5,2.5,2.5
649.807,2.5,2.5,2.5,2.5
649.98,2.5,2.5,2.5,2.5
650.153,2.5,2.5,2.5,2.5
650.325,2.5,2.5,2.5,2.5
650.498,2.5,2.5,2.5,2.5
650.671,2.5,2.5,2.5,2.5
650.844,2.5,2.5,2.5,2.5
651.017,2.5,2.5,2.5,2.5
651.19,2.5,2.5,2.5,2.5
651.363,2.5,2.5,2.5,2.5
651.536,2.5,2.5,2.5,2.5
651.709,2.5,2.5,2.5,2.5
651.882,2.5,2.5,2.5,2.5
652.054,2.5,2.5,2.5,2.5
652.227,2.5,2.5,2.5,2.452
652.4,2.5,2.5,2.5,2.404
652.573,2.5,2.5,2.5,2.356
652.746,2.5,2.5,2.5,2.315
652.919,2.5,2.5,2.5,2.276
653.092,2.5,2.5,2.5,2.238
653.265,2.5,2.5,2.5,2.206
653.438,2.5,2.5,2.5,2.173
653.611,2.5,2.5,2.5,2.142
653.784,2.5,2.5,2.5,2.112
653.956,2.5,2.5,2.5,2.081
654.129,2.5,2.5,2.5,2.051
654.302,2.5,2.5,2.5,2.022
654.475,2.5,2.5,2.5,1.992
654.648,2.5,2.5,2.5,1.965
654.821,2.5,2.5,2.5,1.938
654.994,2.5,2.5,2.5,1.912
655.167,2.5,2.5,2.5,1.885
655.34,2.5,2.5,2.5,1.861
655.513,2.5,2.5,2.5,1.833
655.686,2.5,2.5,2.5,1.806
655.859,2.5,2.5,2.5,1.781
656.032,2.5,2.5,2.5,1.754
656.204,2.5,2.5,2.5,1.729
656.377,2.5,2.5,2.5,1.705
656.55,2.5,2.5,2.5,1.679
656.723,2.5,2.5,2.5,1.654
656.896,2.5,2.5,2.5,1.63
657.069,2.5,2.5,2.5,1.606
657.242,2.5,2.5,2.5,1.583
657.415,2.5,2.5,2.5,1.561
657.588,2.5,2.5,2.5,1.537
657.761,2.5,2.5,2.5,1.515
657.934,2.5,2.5,2.5,1.493
658.107,2.5,2.5,2.5,1.472
658.28,2.5,2.5,2.5,1.451
658.453,2.5,2.5,2.5,1.43
658.626,2.5,2.5,2.5,1.409
658.799,2.5,2.5,2.5,1.388
658.971,2.5,2.5,2.5,1.368
659.144,2.5,2.5,2.5,1.349
659.317,2.5,2.5,2.5,1.33
659.49,2.5,2.5,2.5,1.312
659.663,2.5,2.5,2.5,1.292
659.836,2.5,2.5,2.489,1.274
660.009,2.5,2.5,2.44,1.256
660.182,2.5,2.5,2.39,1.238
660.355,2.5,2.5,2.349,1.22
660.528,2.5,2.5,2.302,1.203
660.701,2.5,2.5,2.253,1.185
660.874,2.5,2.5,2.215,1.168
661.047,2.5,2.5,2.177,1.151
661.22,2.5,2.5,2.139,1.134
661.393,2.5,2.5,2.1,1.118
661.566,2.5,2.5,2.065,1.101
661.739,2.5,2.5,2.03,1.085
661.912,2.5,2.5,1.998,1.069
662.085,2.5,2.5,1.966,1.053
662.258,2.5,2.5,1.937,1.037
662.431,2.5,2.5,1.906,1.021
662.604,2.5,2.5,1.876,1.006
662.777,2.5,2.5,1.847,0.99
662.95,2.5,2.5,1.819,0.976
663.122,2.5,2.5,1.791,0.961
663.295,2.5,2.5,1.764,0.946
663.468,2.5,2.5,1.737,0.932
663.641,2.5,2.5,1.71,0.918
663.814,2.5,2.5,1.685,0.904
663.987,2.5,2.5,1.661,0.89
664.16,2.5,2.5,1.637,0.877
664.333,2.5,2.5,1.613,0.863
664.506,2.5,2.5,1.589,0.85
664.679,2.5,2.5,1.564,0.837
664.852,2.5,2.5,1.541,0.825
665.025,2.5,2.456,1.519,0.812
665.198,2.5,2.41,1.496,0.8
665.371,2.5,2.365,1.473,0.788
665.544,2.5,2.323,1.452,0.776
665.717,2.5,2.284,1.431,0.764
665.89,2.5,2.244,1.41,0.753
666.063,2.5,2.204,1.389,0.742
666.236,2.5,2.163,1.369,0.731
666.409,2.5,2.133,1.349,0.72
666.582,2.5,2.099,1.33,0.709
666.755,2.5,2.067,1.311,0.698
666.928,2.5,2.036,1.291,0.687
667.101,2.5,2.006,1.272,0.676
667.274,2.5,1.976,1.253,0.666
667.447,2.5,1.947,1.235,0.656
667.62,2.5,1.919,1.217,0.645
667.793,2.5,1.89,1.199,0.635
667.966,2.5,1.859,1.182,0.625
668.139,2.48,1.831,1.164,0.615
668.312,2.432,1.804,1.147,0.606
668.485,2.388,1.775,1.13,0.596
668.658,2.343,1.749,1.113,0.587
668.831,2.305,1.722,1.097,0.578
669.004,2.261,1.697,1.081,0.569
669.177,2.221,1.67,1.064,0.56
669.35,2.184,1.645,1.049,0.551
669.523,2.148,1.619,1.033,0.542
669.696,2.109,1.594,1.018,0.534
669.869,2.073,1.57,1.003,0.526
670.042,2.037,1.544,0.989,0.517
670.215,2.003,1.52,0.974,0.509
670.388,1.973,1.496,0.96,0.502
670.561,1.942,1.473,0.946,0.494
670.734,1.911,1.451,0.932,0.486
670.907,1.883,1.429,0.919,0.478
671.08,1.853,1.408,0.905,0.47
671.253,1.824,1.387,0.892,0.463
671.426,1.796,1.366,0.879,0.456
671.599,1.769,1.346,0.866,0.449
671.772,1.74,1.326,0.853,0.442
671.945,1.715,1.307,0.841,0.435
672.118,1.688,1.287,0.829,0.428
672.291,1.664,1.267,0.817,0.421
672.464,1.638,1.249,0.805,0.415
672.637,1.613,1.231,0.793,0.408
672.81,1.589,1.213,0.781,0.402
672.983,1.566,1.195,0.769,0.396
673.156,1.541,1.178,0.758,0.389
673.329,1.518,1.16,0.747,0.383
673.503,1.495,1.143,0.736,0.377
673.676,1.472,1.126,0.725,0.371
673.849,1.45,1.109,0.715,0.365
674.022,1.429,1.093,0.704,0.36
674.195,1.407,1.077,0.694,0.354
674.368,1.387,1.061,0.683,0.348
674.541,1.366,1.045,0.673,0.343
674.714,1.346,1.029,0.663,0.337
674.887,1.326,1.014,0.654,0.332
675.06,1.307,0.999,0.644,0.326
675.233,1.287,0.984,0.634,0.321
675.406,1.269,0.97,0.625,0.316
675.579,1.25,0.956,0.616,0.311
675.752,1.231,0.942,0.607,0.306
675.925,1.213,0.928,0.598,0.301
676.098,1.195,0.914,0.59,0.296
676.271,1.177,0.9,0.581,0.292
676.444,1.16,0.887,0.573,0.287
676.617,1.143,0.874,0.564,0.283
676.79,1.126,0.861,0.556,0.278
676.963,1.109,0.848,0.548,0.274
677.136,1.092,0.835,0.54,0.269
677.309,1.076,0.823,0.532,0.265
677.482,1.06,0.81,0.525,0.261
677.656,1.044,0.798,0.517,0.257
677.829,1.029,0.786,0.51,0.253
678.002,1.014,0.774,0.502,0.249
678.175,0.999,0.763,0.495,0.245
678.348,0.984,0.752,0.488,0.241
678.521,0.97,0.741,0.481,0.237
678.694,0.955,0.73,0.474,0.233
678.867,0.941,0.719,0.467,0.229
679.04,0.928,0.709,0.461,0.226
679.213,0.914,0.698,0.454,0.222
679.386,0.901,0.688,0.447,0.218
679.559,0.888,0.678,0.441,0.215
679.732,0.874,0.668,0.434,0.211
679.905,0.861,0.658,0.428,0.208
680.078,0.849,0.648,0.422,0.205
680.251,0.836,0.639,0.416,0.201
680.425,0.824,0.63,0.41,0.198
680.598,0.812,0.62,0.405,0.195
680.771,0.8,0.611,0.399,0.192
680.944,0.788,0.602,0.393,0.189
681.117,0.777,0.593,0.388,0.186
681.29,0.765,0.584,0.382,0.183
681.463,0.754,0.575,0.377,0.18
681.636,0.743,0.567,0.371,0.177
681.809,0.732,0.559,0.366,0.174
681.982,0.721,0.551,0.361,0.171
682.155,0.71,0.542,0.356,0.169
682.328,0.7,0.534,0.351,0.166
682.501,0.69,0.526,0.346,0.163
682.675,0.68,0.519,0.342,0.161
682.848,0.67,0.511,0.337,0.158
683.021,0.66,0.504,0.332,0.156
683.194,0.65,0.496,0.328,0.153
683.367,0.641,0.488,0.323,0.151
683.54,0.631,0.482,0.319,0.148
683.713,0.622,0.475,0.314,0.146
683.886,0.613,0.468,0.31,0.143
684.059,0.604,0.461,0.306,0.141
684.232,0.595,0.455,0.302,0.139
684.405,0.586,0.448,0.298,0.137
684.579,0.578,0.442,0.294,0.134
684.752,0.569,0.435,0.29,0.132
684.925,0.561,0.429,0.286,0.13
685.098,0.553,0.423,0.282,0.128
685.271,0.545,0.417,0.278,0.126
685.444,0.537,0.411,0.274,0.124
685.617,0.529,0.405,0.27,0.122
685.79,0.522,0.399,0.267,0.12
685.963,0.514,0.393,0.263,0.118
686.136,0.507,0.388,0.26,0.117
686.31,0.499,0.382,0.256,0.115
686.483,0.492,0.377,0.253,0.113
686.656,0.485,0.371,0.25,0.111
686.829,0.478,0.366,0.246,0.11
687.002,0.471,0.361,0.243,0.108
687.175,0.465,0.356,0.24,0.106
687.348,0.458,0.351,0.237,0.105
687.521,0.452,0.346,0.234,0.103
687.694,0.445,0.341,0.231,0.101
687.867,0.439,0.336,0.228,0.1
688.041,0.433,0.331,0.225,0.098
688.214,0.426,0.327,0.222,0.097
688.387,0.42,0.322,0.219,0.095
688.56,0.415,0.318,0.216,0.094
688.733,0.409,0.313,0.214,0.092
688.906,0.403,0.309,0.211,0.091
689.079,0.397,0.305,0.208,0.089
689.252,0.392,0.301,0.205,0.088
689.426,0.386,0.296,0.203,0.086
689.599,0.38,0.292,0.2,0.085
689.772,0.375,0.288,0.198,0.084
689.945,0.37,0.284,0.195,0.082
690.118,0.365,0.281,0.193,0.081
690.291,0.36,0.277,0.191,0.08
690.464,0.355,0.274,0.189,0.079
690.637,0.35,0.27,0.186,0.078
690.811,0.345,0.266,0.184,0.076
690.984,0.341,0.263,0.182,0.075
691.157,0.336,0.259,0.18,0.074
691.33,0.332,0.256,0.178,0.073
691.503,0.327,0.252,0.176,0.072
691.676,0.323,0.249,0.174,0.071
691.849,0.318,0.245,0.172,0.07
692.022,0.314,0.242,0.17,0.069
692.196,0.309,0.239,0.168,0.068
692.369,0.305,0.235,0.166,0.067
692.542,0.3,0.232,0.164,0.065
692.715,0.296,0.229,0.162,0.064
692.888,0.292,0.226,0.16,0.063
693.061,0.288,0.223,0.158,0.062
693.234,0.284,0.22,0.156,0.061
693.408,0.281,0.217,0.154,0.061
693.581,0.277,0.214,0.152,0.06
693.754,0.274,0.212,0.151,0.059
693.927,0.271,0.209,0.149,0.058
694.1,0.268,0.207,0.148,0.057
694.273,0.265,0.205,0.146,0.056
694.447,0.263,0.203,0.144,0.056
694.62,0.26,0.2,0.142,0.055
694.793,0.257,0.198,0.14,0.054
694.966,0.254,0.195,0.138,0.054
695.139,0.25,0.192,0.136,0.053
695.312,0.247,0.189,0.133,0.052
695.485,0.243,0.187,0.131,0.052
695.659,0.239,0.184,0.129,0.051
695.832,0.235,0.181,0.127,0.05
696.005,0.231,0.178,0.126,0.049
696.178,0.227,0.176,0.125,0.049
696.351,0.223,0.173,0.124,0.048
696.524,0.219,0.171,0.124,0.047
696.698,0.216,0.17,0.124,0.046
696.871,0.213,0.168,0.124,0.046
697.044,0.211,0.167,0.124,0.045
697.217,0.209,0.166,0.124,0.044
697.39,0.207,0.165,0.124,0.044
697.563,0.206,0.164,0.124,0.043
697.737,0.205,0.163,0.124,0.042
697.91,0.203,0.162,0.123,0.042
698.083,0.202,0.161,0.123,0.041
698.256,0.2,0.159,0.121,0.041
698.429,0.198,0.157,0.12,0.04
698.602,0.195,0.155,0.118,0.039
698.776,0.193,0.153,0.117,0.039
698.949,0.19,0.151,0.115,0.038
699.122,0.188,0.149,0.113,0.037
699.295,0.185,0.147,0.111,0.037
699.468,0.183,0.145,0.11,0.036
699.641,0.18,0.143,0.108,0.036
699.815,0.178,0.141,0.107,0.035
699.988,0.176,0.139,0.106,0.035
700.161,0.174,0.137,0.105,0.034
700.334,0.172,0.136,0.104,0.034
700.507,0.17,0.134,0.103,0.033
700.681,0.168,0.133,0.102,0.033
700.854,0.166,0.131,0.101,0.032
701.027,0.164,0.13,0.1,0.032
701.2,0.163,0.129,0.099,0.032
701.373,0.161,0.127,0.098,0.031
701.547,0.159,0.126,0.097,0.031
701.72,0.157,0.125,0.097,0.03
701.893,0.156,0.124,0.096,0.03
702.066,0.154,0.122,0.095,0.03
702.239,0.152,0.121,0.094,0.029
702.413,0.151,0.12,0.093,0.029
702.586,0.149,0.118,0.093,0.028
702.759,0.147,0.117,0.092,0.028
702.932,0.146,0.116,0.091,0.028
703.105,0.144,0.114,0.09,0.027
703.279,0.143,0.113,0.09,0.027
703.452,0.141,0.112,0.089,0.026
703.625,0.14,0.111,0.088,0.026
703.798,0.138,0.11,0.088,0.026
703.971,0.137,0.109,0.087,0.026
704.145,0.135,0.108,0.086,0.025
704.318,0.134,0.107,0.086,0.025
704.491,0.133,0.106,0.085,0.025
704.664,0.131,0.105,0.085,0.024
704.837,0.13,0.104,0.084,0.024
705.011,0.129,0.103,0.083,0.023
705.184,0.127,0.102,0.083,0.023
705.357,0.126,0.102,0.082,0.023
705.53,0.125,0.101,0.082,0.023
705.703,0.124,0.1,0.081,0.022
705.877,0.123,0.099,0.081,0.022
706.05,0.121,0.098,0.08,0.022
706.223,0.12,0.097,0.079,0.022
706.396,0.119,0.096,0.079,0.021
706.57,0.118,0.095,0.078,0.021
706.743,0.117,0.094,0.078,0.021
706.916,0.115,0.093,0.077,0.02
707.089,0.114,0.092,0.077,0.02
707.262,0.113,0.091,0.076,0.02
707.436,0.112,0.09,0.076,0.019
707.609,0.111,0.09,0.075,0.019
707.782,0.11,0.089,0.075,0.019
707.955,0.109,0.088,0.074,0.019
708.129,0.108,0.088,0.074,0.019
708.302,0.107,0.087,0.073,0.018
708.475,0.106,0.086,0.073,0.018
708.648,0.105,0.085,0.072,0.018
708.821,0.104,0.085,0.072,0.018
708.995,0.103,0.084,0.072,0.018
709.168,0.102,0.083,0.071,0.017
709.341,0.101,0.083,0.071,0.017
709.514,0.101,0.082,0.07,0.017
709.688,0.1,0.081,0.07,0.017
709.861,0.099,0.081,0.07,0.017
710.034,0.098,0.08,0.069,0.016
710.207,0.097,0.08,0.069,0.016
710.381,0.096,0.079,0.069,0.016
710.554,0.095,0.078,0.068,0.016
710.727,0.095,0.077,0.067,0.015
710.9,0.094,0.077,0.067,0.015
711.074,0.093,0.076,0.067,0.015
711.247,0.092,0.076,0.066,0.015
711.42,0.091,0.075,0.066,0.014
711.593,0.09,0.075,0.066,0.014
711.767,0.09,0.074,0.065,0.014
711.94,0.089,0.074,0.065,0.014
712.113,0.088,0.073,0.065,0.014
712.286,0.088,0.073,0.064,0.014
712.46,0.087,0.072,0.064,0.013
712.633,0.086,0.071,0.064,0.013
712.806,0.085,0.071,0.063,0.013
712.979,0.085,0.071,0.063,0.013
713.153,0.084,0.07,0.063,0.013
713.326,0.083,0.07,0.062,0.013
713.499,0.083,0.069,0.062,0.013
713.672,0.082,0.069,0.062,0.013
713.846,0.081,0.068,0.062,0.013
714.019,0.081,0.068,0.061,0.012
714.192,0.08,0.067,0.061,0.012
714.366,0.08,0.067,0.061,0.012
714.539,0.079,0.066,0.06,0.012
714.712,0.078,0.066,0.06,0.012
714.885,0.078,0.065,0.06,0.012
715.059,0.077,0.064,0.059,0.012
715.232,0.077,0.064,0.059,0.012
715.405,0.076,0.064,0.059,0.011
715.578,0.075,0.063,0.058,0.011
715.752,0.075,0.063,0.058,0.011
715.925,0.074,0.062,0.058,0.011
716.098,0.074,0.062,0.057,0.01
716.271,0.073,0.061,0.057,0.01
716.445,0.072,0.061,0.057,0.01
716.618,0.072,0.06,0.056,0.01
716.791,0.071,0.06,0.056,0.01
716.965,0.071,0.06,0.056,0.009
717.138,0.07,0.059,0.055,0.009
717.311,0.07,0.059,0.055,0.009
717.484,0.069,0.059,0.055,0.009
717.658,0.069,0.058,0.055,0.009
717.831,0.068,0.058,0.055,0.009
718.004,0.068,0.058,0.054,0.009
718.178,0.068,0.057,0.054,0.009
718.351,0.067,0.057,0.054,0.009
718.524,0.067,0.057,0.054,0.009
718.697,0.066,0.057,0.054,0.009
718.871,0.066,0.056,0.054,0.009
719.044,0.066,0.056,0.054,0.009
719.217,0.065,0.056,0.053,0.008
719.391,0.065,0.055,0.053,0.009
719.564,0.064,0.055,0.053,0.008
719.737,0.064,0.055,0.053,0.008
719.911,0.063,0.054,0.053,0.008
720.084,0.063,0.054,0.052,0.008
720.257,0.063,0.054,0.052,0.008
720.43,0.062,0.053,0.052,0.008
720.604,0.062,0.053,0.052,0.008
720.777,0.062,0.053,0.052,0.008
720.95,0.061,0.053,0.051,0.008
721.124,0.061,0.052,0.051,0.007
721.297,0.06,0.052,0.051,0.007
721.47,0.06,0.052,0.051,0.007
721.644,0.06,0.052,0.051,0.007
721.817,0.059,0.051,0.051,0.007
721.99,0.059,0.051,0.051,0.007
722.163,0.059,0.051,0.05,0.007
722.337,0.059,0.051,0.05,0.007
722.51,0.058,0.05,0.05,0.007
722.683,0.058,0.05,0.05,0.007
722.857,0.058,0.05,0.049,0.007
723.03,0.057,0.049,0.049,0.007
723.203,0.057,0.049,0.049,0.007
723.377,0.056,0.049,0.049,0.007
723.55,0.056,0.049,0.049,0.006
723.723,0.056,0.049,0.049,0.006
723.897,0.055,0.048,0.048,0.006
724.07,0.055,0.048,0.048,0.006
724.243,0.055,0.048,0.048,0.006
724.417,0.055,0.048,0.048,0.006
724.59,0.054,0.048,0.048,0.006
724.763,0.054,0.048,0.048,0.006
724.937,0.054,0.047,0.047,0.006
725.11,0.053,0.047,0.047,0.006
725.283,0.053,0.047,0.047,0.006
725.457,0.053,0.047,0.047,0.006
725.63,0.053,0.047,0.047,0.006
725.803,0.053,0.047,0.047,0.006
725.977,0.052,0.047,0.047,0.006
726.15,0.052,0.046,0.047,0.005
726.323,0.052,0.046,0.047,0.005
726.497,0.052,0.046,0.047,0.005
726.67,0.051,0.046,0.047,0.005
726.843,0.051,0.045,0.047,0.005
