nm lambda,1,2,3,4,5,6,7,8,9,10,11,12
699.815,0.006,0.043,0.005,0.01,0.023,0.109,0.025,0.126,0.035,0.107,0.141,0.178
699.988,0.006,0.043,0.005,0.009,0.023,0.106,0.025,0.123,0.035,0.106,0.139,0.176
700.161,0.006,0.043,0.005,0.009,0.022,0.104,0.025,0.121,0.034,0.105,0.137,0.174
700.334,0.006,0.042,0.005,0.009,0.022,0.102,0.025,0.119,0.034,0.104,0.136,0.172
700.507,0.006,0.042,0.005,0.009,0.022,0.101,0.025,0.117,0.033,0.103,0.134,0.17
700.681,0.006,0.042,0.005,0.009,0.022,0.1,0.024,0.116,0.033,0.102,0.133,0.168
700.854,0.006,0.042,0.005,0.009,0.022,0.099,0.024,0.115,0.032,0.101,0.131,0.166
701.027,0.006,0.042,0.005,0.009,0.022,0.098,0.024,0.115,0.032,0.1,0.13,0.164
701.2,0.006,0.041,0.005,0.009,0.022,0.098,0.024,0.114,0.032,0.099,0.129,0.163
701.373,0.006,0.041,0.005,0.009,0.022,0.098,0.024,0.114,0.031,0.098,0.127,0.161
701.547,0.006,0.041,0.005,0.009,0.021,0.098,0.024,0.114,0.031,0.097,0.126,0.159
701.72,0.006,0.041,0.005,0.008,0.021,0.098,0.023,0.114,0.03,0.097,0.125,0.157
701.893,0.006,0.041,0.005,0.008,0.021,0.098,0.023,0.114,0.03,0.096,0.124,0.156
702.066,0.006,0.041,0.005,0.008,0.021,0.098,0.023,0.114,0.03,0.095,0.122,0.154
702.239,0.006,0.041,0.005,0.008,0.021,0.097,0.023,0.114,0.029,0.094,0.121,0.152
702.413,0.006,0.041,0.005,0.008,0.021,0.097,0.023,0.114,0.029,0.093,0.12,0.151
702.586,0.006,0.041,0.005,0.008,0.021,0.097,0.023,0.114,0.028,0.093,0.118,0.149
702.759,0.006,0.041,0.005,0.008,0.021,0.097,0.023,0.113,0.028,0.092,0.117,0.147
702.932,0.006,0.041,0.005,0.008,0.021,0.096,0.023,0.113,0.028,0.091,0.116,0.146
703.105,0.006,0.041,0.005,0.008,0.021,0.096,0.023,0.113,0.027,0.09,0.114,0.144
703.279,0.006,0.041,0.005,0.008,0.021,0.096,0.023,0.113,0.027,0.09,0.113,0.143
703.452,0.006,0.041,0.004,0.008,0.02,0.096,0.022,0.112,0.026,0.089,0.112,0.141
703.625,0.006,0.04,0.004,0.008,0.02,0.095,0.022,0.112,0.026,0.088,0.111,0.14
703.798,0.006,0.04,0.004,0.008,0.02,0.095,0.022,0.112,0.026,0.088,0.11,0.138
703.971,0.006,0.04,0.004,0.008,0.02,0.095,0.022,0.112,0.026,0.087,0.109,0.137
704.145,0.006,0.04,0.004,0.008,0.02,0.095,0.022,0.112,0.025,0.086,0.108,0.135
704.318,0.005,0.04,0.004,0.008,0.02,0.095,0.022,0.112,0.025,0.086,0.107,0.134
704.491,0.005,0.04,0.004,0.008,0.02,0.095,0.022,0.112,0.025,0.085,0.106,0.133
704.664,0.005,0.04,0.004,0.008,0.02,0.095,0.021,0.112,0.024,0.085,0.105,0.131
704.837,0.005,0.04,0.004,0.008,0.02,0.095,0.021,0.112,0.024,0.084,0.104,0.13
705.011,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111,0.023,0.083,0.103,0.129
705.184,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111,0.023,0.083,0.102,0.127
705.357,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111,0.023,0.082,0.102,0.126
705.53,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111,0.023,0.082,0.101,0.125
705.703,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111,0.022,0.081,0.1,0.124
705.877,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111,0.022,0.081,0.099,0.123
706.05,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111,0.022,0.08,0.098,0.121
706.223,0.005,0.04,0.004,0.007,0.02,0.095,0.021,0.111,0.022,0.079,0.097,0.12
706.396,0.005,0.04,0.004,0.007,0.019,0.095,0.021,0.11,0.021,0.079,0.096,0.119
706.57,0.005,0.04,0.004,0.007,0.019,0.095,0.021,0.11,0.021,0.078,0.095,0.118
706.743,0.005,0.04,0.004,0.007,0.019,0.095,0.021,0.11,0.021,0.078,0.094,0.117
706.916,0.005,0.04,0.004,0.006,0.019,0.095,0.021,0.11,0.02,0.077,0.093,0.115
707.089,0.005,0.04,0.003,0.006,0.019,0.095,0.021,0.11,0.02,0.077,0.092,0.114
707.262,0.005,0.04,0.003,0.006,0.019,0.094,0.021,0.11,0.02,0.076,0.091,0.113
707.436,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109,0.019,0.076,0.09,0.112
707.609,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109,0.019,0.075,0.09,0.111
707.782,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109,0.019,0.075,0.089,0.11
707.955,0.005,0.039,0.003,0.006,0.019,0.094,0.02,0.109,0.019,0.074,0.088,0.109
708.129,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109,0.019,0.074,0.088,0.108
708.302,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109,0.018,0.073,0.087,0.107
708.475,0.005,0.04,0.003,0.006,0.019,0.094,0.02,0.109,0.018,0.073,0.086,0.106
708.648,0.005,0.04,0.003,0.006,0.019,0.093,0.02,0.109,0.018,0.072,0.085,0.105
708.821,0.005,0.039,0.003,0.006,0.019,0.093,0.02,0.109,0.018,0.072,0.085,0.104
708.995,0.005,0.039,0.003,0.006,0.019,0.093,0.02,0.109,0.018,0.072,0.084,0.103
709.168,0.005,0.039,0.003,0.006,0.019,0.093,0.02,0.108,0.017,0.071,0.083,0.102
709.341,0.005,0.039,0.003,0.006,0.019,0.093,0.02,0.108,0.017,0.071,0.083,0.101
709.514,0.005,0.039,0.004,0.006,0.019,0.093,0.02,0.108,0.017,0.07,0.082,0.101
709.688,0.005,0.039,0.004,0.006,0.019,0.093,0.019,0.108,0.017,0.07,0.081,0.1
709.861,0.005,0.039,0.003,0.006,0.019,0.093,0.019,0.108,0.017,0.07,0.081,0.099
710.034,0.005,0.039,0.003,0.006,0.019,0.093,0.019,0.108,0.016,0.069,0.08,0.098
710.207,0.005,0.039,0.004,0.006,0.019,0.093,0.019,0.108,0.016,0.069,0.08,0.097
710.381,0.005,0.039,0.004,0.006,0.019,0.093,0.019,0.108,0.016,0.069,0.079,0.096
710.554,0.005,0.039,0.003,0.006,0.019,0.093,0.019,0.108,0.016,0.068,0.078,0.095
710.727,0.005,0.039,0.003,0.006,0.019,0.093,0.019,0.108,0.015,0.067,0.077,0.095
710.9,0.004,0.039,0.003,0.006,0.019,0.093,0.019,0.108,0.015,0.067,0.077,0.094
711.074,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.108,0.015,0.067,0.076,0.093
711.247,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107,0.015,0.066,0.076,0.092
711.42,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107,0.014,0.066,0.075,0.091
711.593,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107,0.014,0.066,0.075,0.09
711.767,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107,0.014,0.065,0.074,0.09
711.94,0.004,0.039,0.003,0.006,0.018,0.092,0.019,0.107,0.014,0.065,0.074,0.089
712.113,0.004,0.039,0.003,0.006,0.018,0.092,0.018,0.107,0.014,0.065,0.073,0.088
712.286,0.004,0.039,0.003,0.006,0.018,0.092,0.018,0.107,0.014,0.064,0.073,0.088
712.46,0.004,0.039,0.003,0.006,0.018,0.092,0.018,0.107,0.013,0.064,0.072,0.087
712.633,0.004,0.039,0.003,0.006,0.018,0.092,0.018,0.107,0.013,0.064,0.071,0.086
712.806,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106,0.013,0.063,0.071,0.085
712.979,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106,0.013,0.063,0.071,0.085
713.153,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106,0.013,0.063,0.07,0.084
713.326,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106,0.013,0.062,0.07,0.083
713.499,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106,0.013,0.062,0.069,0.083
713.672,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106,0.013,0.062,0.069,0.082
713.846,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106,0.013,0.062,0.068,0.081
714.019,0.004,0.039,0.003,0.005,0.018,0.091,0.018,0.106,0.012,0.061,0.068,0.081
714.192,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106,0.012,0.061,0.067,0.08
714.366,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106,0.012,0.061,0.067,0.08
714.539,0.004,0.039,0.003,0.006,0.018,0.091,0.018,0.106,0.012,0.06,0.066,0.079
714.712,0.004,0.038,0.003,0.005,0.018,0.091,0.018,0.106,0.012,0.06,0.066,0.078
714.885,0.004,0.038,0.003,0.005,0.018,0.091,0.018,0.106,0.012,0.06,0.065,0.078
715.059,0.004,0.038,0.002,0.005,0.018,0.091,0.018,0.106,0.012,0.059,0.064,0.077
715.232,0.004,0.038,0.002,0.005,0.018,0.091,0.018,0.106,0.012,0.059,0.064,0.077
715.405,0.004,0.038,0.002,0.005,0.017,0.091,0.018,0.106,0.011,0.059,0.064,0.076
715.578,0.004,0.038,0.002,0.005,0.017,0.091,0.018,0.106,0.011,0.058,0.063,0.075
715.752,0.004,0.038,0.002,0.005,0.017,0.091,0.018,0.106,0.011,0.058,0.063,0.075
715.925,0.004,0.038,0.002,0.005,0.017,0.091,0.018,0.105,0.011,0.058,0.062,0.074
716.098,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.105,0.01,0.057,0.062,0.074
716.271,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.105,0.01,0.057,0.061,0.073
716.445,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.105,0.01,0.057,0.061,0.072
716.618,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.105,0.01,0.056,0.06,0.072
716.791,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.105,0.01,0.056,0.06,0.071
716.965,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.105,0.009,0.056,0.06,0.071
717.138,0.004,0.037,0.002,0.005,0.017,0.089,0.017,0.104,0.009,0.055,0.059,0.07
717.311,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104,0.009,0.055,0.059,0.07
717.484,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104,0.009,0.055,0.059,0.069
717.658,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104,0.009,0.055,0.058,0.069
717.831,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104,0.009,0.055,0.058,0.068
718.004,0.004,0.038,0.002,0.005,0.017,0.089,0.017,0.104,0.009,0.054,0.058,0.068
718.178,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104,0.009,0.054,0.057,0.068
718.351,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104,0.009,0.054,0.057,0.067
718.524,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104,0.009,0.054,0.057,0.067
718.697,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104,0.009,0.054,0.057,0.066
718.871,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104,0.009,0.054,0.056,0.066
719.044,0.004,0.038,0.002,0.005,0.017,0.09,0.017,0.104,0.009,0.054,0.056,0.066
719.217,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.104,0.008,0.053,0.056,0.065
719.391,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.104,0.009,0.053,0.055,0.065
719.564,0.004,0.037,0.002,0.005,0.017,0.09,0.017,0.104,0.008,0.053,0.055,0.064
719.737,0.004,0.037,0.002,0.005,0.016,0.09,0.017,0.104,0.008,0.053,0.055,0.064
719.911,0.004,0.037,0.002,0.004,0.016,0.09,0.017,0.104,0.008,0.053,0.054,0.063
720.084,0.004,0.037,0.002,0.004,0.016,0.09,0.017,0.104,0.008,0.052,0.054,0.063
720.257,0.003,0.037,0.002,0.004,0.016,0.09,0.017,0.104,0.008,0.052,0.054,0.063
720.43,0.003,0.037,0.002,0.004,0.016,0.089,0.017,0.104,0.008,0.052,0.053,0.062
720.604,0.003,0.037,0.002,0.004,0.016,0.089,0.017,0.104,0.008,0.052,0.053,0.062
720.777,0.003,0.037,0.002,0.004,0.016,0.089,0.017,0.103,0.008,0.052,0.053,0.062
720.95,0.003,0.037,0.002,0.004,0.016,0.089,0.017,0.103,0.008,0.051,0.053,0.061
721.124,0.003,0.037,0.002,0.004,0.016,0.089,0.016,0.103,0.007,0.051,0.052,0.061
721.297,0.003,0.037,0.002,0.004,0.017,0.089,0.016,0.103,0.007,0.051,0.052,0.06
721.47,0.003,0.037,0.002,0.004,0.017,0.089,0.016,0.103,0.007,0.051,0.052,0.06
721.644,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103,0.007,0.051,0.052,0.06
721.817,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103,0.007,0.051,0.051,0.059
721.99,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103,0.007,0.051,0.051,0.059
722.163,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103,0.007,0.05,0.051,0.059
722.337,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103,0.007,0.05,0.051,0.059
722.51,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.103,0.007,0.05,0.05,0.058
722.683,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.102,0.007,0.05,0.05,0.058
722.857,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.102,0.007,0.049,0.05,0.058
723.03,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.102,0.007,0.049,0.049,0.057
723.203,0.003,0.037,0.002,0.004,0.017,0.088,0.016,0.102,0.007,0.049,0.049,0.057
723.377,0.003,0.037,0.002,0.004,0.017,0.087,0.016,0.102,0.007,0.049,0.049,0.056
723.55,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.049,0.049,0.056
723.723,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.049,0.049,0.056
723.897,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.048,0.048,0.055
724.07,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.048,0.048,0.055
724.243,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.048,0.048,0.055
724.417,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.048,0.048,0.055
724.59,0.003,0.037,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.048,0.048,0.054
724.763,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.048,0.048,0.054
724.937,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.047,0.047,0.054
725.11,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.047,0.047,0.053
725.283,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101,0.006,0.047,0.047,0.053
725.457,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101,0.006,0.047,0.047,0.053
725.63,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101,0.006,0.047,0.047,0.053
725.803,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101,0.006,0.047,0.047,0.053
725.977,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102,0.006,0.047,0.047,0.052
726.15,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102,0.005,0.047,0.046,0.052
726.323,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102,0.005,0.047,0.046,0.052
726.497,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.102,0.005,0.047,0.046,0.052
726.67,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101,0.005,0.047,0.046,0.051
726.843,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101,0.005,0.047,0.045,0.051
727.017,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.005,0.046,0.045,0.051
727.19,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.005,0.046,0.045,0.051
727.363,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.005,0.046,0.045,0.051
727.537,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.005,0.046,0.045,0.05
727.71,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.005,0.046,0.045,0.05
727.883,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.005,0.046,0.045,0.05
728.057,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101,0.005,0.046,0.044,0.05
728.23,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.005,0.046,0.044,0.049
728.403,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.005,0.046,0.044,0.049
728.577,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.005,0.045,0.044,0.049
728.75,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101,0.005,0.045,0.044,0.049
728.923,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101,0.005,0.045,0.044,0.048
729.097,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101,0.005,0.045,0.043,0.048
729.27,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101,0.005,0.045,0.043,0.048
729.443,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101,0.004,0.045,0.043,0.048
729.617,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101,0.004,0.045,0.043,0.048
729.79,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101,0.004,0.045,0.043,0.047
729.963,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101,0.004,0.045,0.043,0.047
730.137,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101,0.004,0.045,0.042,0.047
730.31,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101,0.004,0.044,0.042,0.047
730.484,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101,0.004,0.044,0.042,0.047
730.657,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101,0.004,0.044,0.042,0.047
730.83,0.003,0.036,0.001,0.003,0.016,0.087,0.015,0.101,0.004,0.044,0.042,0.046
731.004,0.003,0.035,0.001,0.003,0.016,0.087,0.015,0.101,0.004,0.044,0.042,0.046
731.177,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101,0.004,0.044,0.042,0.046
731.35,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101,0.004,0.044,0.042,0.046
731.524,0.003,0.036,0.002,0.004,0.016,0.087,0.016,0.101,0.004,0.044,0.042,0.046
731.697,0.003,0.036,0.001,0.004,0.016,0.087,0.016,0.101,0.004,0.044,0.042,0.046
731.87,0.003,0.036,0.001,0.004,0.016,0.087,0.016,0.101,0.004,0.044,0.042,0.046
732.044,0.003,0.036,0.002,0.004,0.016,0.088,0.016,0.101,0.004,0.044,0.042,0.046
732.217,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101,0.004,0.044,0.041,0.046
732.391,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101,0.004,0.044,0.041,0.046
732.564,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101,0.004,0.044,0.041,0.045
732.737,0.003,0.036,0.002,0.004,0.016,0.088,0.015,0.101,0.004,0.044,0.041,0.045
732.911,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101,0.004,0.043,0.041,0.045
733.084,0.003,0.036,0.002,0.004,0.016,0.087,0.015,0.101,0.004,0.043,0.041,0.045
733.257,0.003,0.036,0.001,0.004,0.016,0.087,0.015,0.101,0.004,0.043,0.04,0.045
733.431,0.003,0.035,0.001,0.004,0.015,0.087,0.015,0.101,0.004,0.043,0.04,0.045
733.604,0.003,0.035,0.001,0.004,0.015,0.087,0.015,0.101,0.004,0.043,0.04,0.044
733.778,0.003,0.035,0.001,0.004,0.016,0.087,0.015,0.101,0.003,0.043,0.04,0.044
733.951,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.101,0.003,0.043,0.04,0.044
734.124,0.003,0.035,0.001,0.003,0.016,0.087,0.015,0.101,0.003,0.043,0.04,0.044
734.298,0.003,0.035,0.001,0.003,0.016,0.087,0.015,0.101,0.003,0.043,0.039,0.044
734.471,0.003,0.035,0.001,0.003,0.016,0.087,0.015,0.101,0.003,0.043,0.039,0.044
734.644,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1,0.003,0.042,0.039,0.043
734.818,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1,0.003,0.042,0.039,0.043
734.991,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1,0.003,0.042,0.039,0.043
735.165,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1,0.003,0.042,0.039,0.043
735.338,0.002,0.035,0.001,0.003,0.015,0.086,0.015,0.1,0.003,0.042,0.039,0.043
735.511,0.002,0.035,0.001,0.003,0.015,0.087,0.015,0.1,0.003,0.042,0.039,0.043
735.685,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.1,0.003,0.042,0.039,0.043
735.858,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.1,0.003,0.042,0.039,0.043
736.032,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.1,0.003,0.042,0.039,0.043
736.205,0.003,0.035,0.001,0.003,0.015,0.087,0.015,0.1,0.003,0.042,0.039,0.043
736.378,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101,0.003,0.042,0.039,0.042
736.552,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101,0.003,0.042,0.039,0.042
736.725,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101,0.003,0.042,0.039,0.042
736.899,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101,0.003,0.042,0.039,0.042
737.072,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101,0.003,0.042,0.039,0.042
737.245,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101,0.003,0.042,0.038,0.042
737.419,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101,0.003,0.042,0.038,0.042
737.592,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.101,0.003,0.042,0.038,0.042
737.766,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.101,0.003,0.042,0.038,0.042
737.939,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102,0.003,0.042,0.038,0.042
738.112,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102,0.003,0.042,0.038,0.042
738.286,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102,0.003,0.041,0.038,0.042
738.459,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102,0.003,0.041,0.038,0.042
738.633,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102,0.003,0.041,0.038,0.041
738.806,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102,0.003,0.041,0.038,0.041
738.979,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102,0.003,0.041,0.038,0.041
739.153,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102,0.003,0.041,0.038,0.041
739.326,0.003,0.035,0.001,0.003,0.016,0.088,0.015,0.102,0.003,0.041,0.038,0.041
739.5,0.003,0.035,0.001,0.003,0.015,0.088,0.015,0.102,0.003,0.041,0.038,0.041
739.673,0.003,0.035,0.002,0.003,0.016,0.089,0.015,0.102,0.003,0.041,0.038,0.041
739.846,0.003,0.035,0.002,0.003,0.016,0.089,0.015,0.102,0.003,0.041,0.038,0.041
740.02,0.003,0.035,0.002,0.003,0.016,0.089,0.015,0.102,0.003,0.041,0.038,0.041
740.193,0.003,0.035,0.002,0.003,0.016,0.089,0.015,0.102,0.003,0.041,0.038,0.041
740.367,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103,0.003,0.041,0.038,0.041
740.54,0.003,0.035,0.001,0.003,0.016,0.089,0.014,0.103,0.003,0.041,0.037,0.041
740.713,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103,0.003,0.041,0.037,0.041
740.887,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103,0.003,0.041,0.037,0.04
741.06,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103,0.003,0.041,0.037,0.04
741.234,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103,0.003,0.041,0.037,0.04
741.407,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102,0.003,0.041,0.037,0.04
741.581,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102,0.003,0.041,0.037,0.04
741.754,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102,0.003,0.04,0.037,0.04
741.927,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102,0.003,0.041,0.037,0.04
742.101,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102,0.003,0.04,0.037,0.04
742.274,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.102,0.003,0.04,0.037,0.04
742.448,0.003,0.035,0.001,0.003,0.016,0.089,0.015,0.103,0.003,0.04,0.037,0.04
742.621,0.003,0.035,0.001,0.003,0.016,0.09,0.014,0.103,0.003,0.04,0.036,0.04
742.795,0.003,0.035,0.001,0.003,0.016,0.09,0.014,0.103,0.003,0.04,0.036,0.04
742.968,0.003,0.035,0.001,0.003,0.016,0.09,0.014,0.103,0.003,0.04,0.037,0.04
743.141,0.003,0.035,0.002,0.003,0.016,0.09,0.014,0.103,0.003,0.04,0.037,0.04
743.315,0.003,0.035,0.002,0.003,0.016,0.09,0.014,0.103,0.003,0.04,0.037,0.04
743.488,0.003,0.035,0.002,0.003,0.016,0.09,0.014,0.103,0.003,0.04,0.037,0.04
743.662,0.003,0.035,0.002,0.003,0.016,0.09,0.015,0.103,0.003,0.04,0.036,0.04
743.835,0.003,0.035,0.002,0.003,0.016,0.09,0.014,0.103,0.003,0.04,0.036,0.04
744.009,0.003,0.035,0.002,0.003,0.016,0.09,0.014,0.103,0.003,0.041,0.036,0.04
744.182,0.003,0.035,0.002,0.003,0.016,0.09,0.014,0.103,0.003,0.04,0.036,0.04
744.355,0.003,0.035,0.002,0.003,0.016,0.09,0.014,0.103,0.003,0.041,0.036,0.04
744.529,0.003,0.035,0.002,0.003,0.016,0.09,0.014,0.103,0.003,0.041,0.036,0.04
744.702,0.003,0.035,0.002,0.003,0.016,0.09,0.014,0.103,0.003,0.041,0.036,0.04
744.876,0.003,0.035,0.002,0.003,0.016,0.09,0.015,0.103,0.003,0.04,0.036,0.039
745.049,0.003,0.035,0.002,0.003,0.016,0.09,0.015,0.103,0.003,0.04,0.036,0.039
745.223,0.003,0.035,0.002,0.003,0.016,0.09,0.015,0.103,0.003,0.04,0.036,0.039
745.396,0.003,0.035,0.002,0.003,0.016,0.09,0.015,0.103,0.003,0.04,0.036,0.039
745.57,0.003,0.035,0.002,0.003,0.016,0.09,0.015,0.103,0.003,0.04,0.036,0.039
745.743,0.003,0.035,0.002,0.003,0.016,0.09,0.015,0.103,0.003,0.04,0.036,0.039
745.916,0.002,0.035,0.002,0.003,0.016,0.09,0.015,0.103,0.003,0.04,0.036,0.039
746.09,0.003,0.035,0.002,0.003,0.016,0.09,0.015,0.103,0.003,0.04,0.036,0.039
