nm lambda,1,2,3,4,5,6,7,8,9,10,11,12
521.967,0.021,0.065,0.028,0.042,0.055,0.137,0.072,0.166,0.178,0.361,0.52,0.65
522.139,0.021,0.065,0.028,0.042,0.056,0.138,0.073,0.166,0.179,0.363,0.523,0.655
522.311,0.021,0.066,0.029,0.043,0.056,0.138,0.073,0.166,0.18,0.365,0.527,0.659
522.483,0.021,0.066,0.029,0.043,0.056,0.138,0.073,0.167,0.182,0.367,0.53,0.664
522.655,0.021,0.066,0.029,0.043,0.057,0.138,0.073,0.167,0.183,0.37,0.535,0.669
522.828,0.021,0.066,0.03,0.043,0.057,0.139,0.074,0.168,0.184,0.371,0.538,0.673
523,0.022,0.066,0.03,0.044,0.057,0.139,0.074,0.169,0.186,0.374,0.542,0.678
523.172,0.022,0.066,0.031,0.044,0.058,0.14,0.075,0.169,0.187,0.376,0.546,0.683
523.344,0.022,0.066,0.031,0.044,0.058,0.14,0.075,0.169,0.188,0.378,0.55,0.688
523.516,0.022,0.067,0.031,0.045,0.059,0.141,0.075,0.17,0.19,0.381,0.554,0.693
523.688,0.022,0.067,0.032,0.045,0.059,0.141,0.076,0.171,0.191,0.383,0.559,0.697
523.861,0.022,0.067,0.032,0.045,0.06,0.141,0.076,0.172,0.193,0.386,0.563,0.702
524.033,0.023,0.067,0.032,0.046,0.06,0.142,0.077,0.172,0.194,0.388,0.567,0.707
524.205,0.023,0.068,0.033,0.047,0.061,0.142,0.077,0.173,0.196,0.391,0.571,0.712
524.377,0.023,0.068,0.033,0.047,0.061,0.142,0.078,0.174,0.197,0.393,0.575,0.717
524.549,0.023,0.068,0.033,0.047,0.062,0.143,0.079,0.174,0.198,0.396,0.578,0.723
524.721,0.024,0.068,0.033,0.047,0.062,0.143,0.079,0.174,0.2,0.399,0.582,0.727
524.894,0.024,0.068,0.033,0.047,0.062,0.143,0.079,0.174,0.201,0.401,0.585,0.732
525.066,0.024,0.068,0.033,0.047,0.062,0.143,0.079,0.174,0.202,0.404,0.589,0.736
525.238,0.024,0.068,0.033,0.048,0.062,0.143,0.08,0.175,0.204,0.406,0.593,0.741
525.41,0.024,0.068,0.033,0.048,0.063,0.144,0.08,0.175,0.205,0.409,0.597,0.746
525.582,0.024,0.069,0.034,0.049,0.063,0.144,0.081,0.176,0.207,0.412,0.601,0.751
525.754,0.025,0.069,0.034,0.049,0.063,0.145,0.082,0.176,0.208,0.415,0.605,0.756
525.927,0.025,0.069,0.034,0.049,0.064,0.146,0.082,0.176,0.21,0.418,0.609,0.761
526.099,0.025,0.069,0.034,0.05,0.064,0.146,0.083,0.177,0.211,0.42,0.612,0.767
526.271,0.026,0.07,0.035,0.05,0.065,0.147,0.083,0.177,0.213,0.423,0.616,0.773
526.443,0.026,0.07,0.035,0.05,0.065,0.147,0.084,0.178,0.215,0.425,0.619,0.778
526.615,0.026,0.07,0.035,0.05,0.065,0.148,0.084,0.178,0.216,0.428,0.624,0.784
526.787,0.026,0.07,0.035,0.051,0.065,0.148,0.085,0.178,0.218,0.43,0.628,0.789
526.96,0.026,0.071,0.036,0.051,0.066,0.149,0.085,0.179,0.22,0.433,0.632,0.795
527.132,0.026,0.071,0.036,0.051,0.066,0.149,0.086,0.179,0.221,0.436,0.635,0.8
527.304,0.026,0.071,0.036,0.052,0.066,0.149,0.086,0.18,0.222,0.439,0.64,0.805
527.476,0.026,0.071,0.037,0.052,0.067,0.15,0.086,0.18,0.224,0.441,0.644,0.81
527.648,0.026,0.071,0.037,0.053,0.067,0.15,0.087,0.181,0.226,0.445,0.649,0.815
527.821,0.026,0.071,0.038,0.053,0.067,0.151,0.088,0.182,0.227,0.447,0.653,0.82
527.993,0.026,0.072,0.038,0.053,0.068,0.151,0.089,0.183,0.229,0.45,0.658,0.827
528.165,0.026,0.072,0.038,0.054,0.068,0.152,0.089,0.184,0.231,0.453,0.662,0.833
528.337,0.027,0.072,0.038,0.054,0.069,0.152,0.089,0.184,0.232,0.456,0.667,0.838
528.509,0.027,0.072,0.039,0.054,0.069,0.152,0.09,0.184,0.234,0.458,0.672,0.843
528.682,0.027,0.072,0.039,0.055,0.069,0.152,0.09,0.185,0.235,0.461,0.676,0.849
528.854,0.027,0.073,0.039,0.055,0.07,0.153,0.09,0.186,0.237,0.464,0.681,0.855
529.026,0.028,0.073,0.039,0.055,0.07,0.153,0.09,0.186,0.238,0.467,0.687,0.861
529.198,0.028,0.073,0.039,0.056,0.07,0.154,0.091,0.187,0.24,0.47,0.692,0.866
529.37,0.028,0.074,0.04,0.056,0.071,0.154,0.091,0.188,0.242,0.473,0.697,0.873
529.543,0.028,0.074,0.04,0.056,0.071,0.155,0.092,0.188,0.243,0.476,0.701,0.878
529.715,0.028,0.074,0.04,0.057,0.071,0.155,0.093,0.189,0.245,0.478,0.706,0.884
529.887,0.029,0.075,0.041,0.057,0.072,0.156,0.093,0.19,0.246,0.481,0.71,0.89
530.059,0.029,0.075,0.041,0.058,0.072,0.156,0.094,0.191,0.248,0.484,0.715,0.896
530.231,0.029,0.075,0.041,0.058,0.073,0.157,0.094,0.191,0.25,0.486,0.719,0.902
530.404,0.029,0.075,0.041,0.058,0.073,0.157,0.095,0.192,0.252,0.489,0.723,0.908
530.576,0.029,0.075,0.041,0.058,0.073,0.158,0.096,0.192,0.253,0.492,0.727,0.914
530.748,0.029,0.075,0.041,0.059,0.073,0.158,0.096,0.193,0.255,0.495,0.731,0.92
530.92,0.029,0.075,0.042,0.059,0.074,0.158,0.097,0.193,0.257,0.498,0.736,0.926
531.092,0.029,0.076,0.042,0.059,0.074,0.159,0.097,0.194,0.259,0.501,0.74,0.932
531.265,0.029,0.076,0.042,0.06,0.074,0.159,0.098,0.194,0.26,0.504,0.744,0.937
531.437,0.03,0.076,0.043,0.06,0.075,0.16,0.099,0.195,0.262,0.508,0.749,0.943
531.609,0.03,0.076,0.043,0.06,0.075,0.16,0.1,0.196,0.264,0.511,0.754,0.949
531.781,0.03,0.077,0.044,0.061,0.076,0.161,0.1,0.197,0.266,0.515,0.758,0.957
531.953,0.03,0.077,0.044,0.061,0.076,0.162,0.101,0.197,0.268,0.518,0.764,0.963
532.126,0.031,0.077,0.045,0.062,0.077,0.162,0.102,0.198,0.27,0.521,0.769,0.971
532.298,0.031,0.078,0.045,0.062,0.077,0.163,0.102,0.198,0.271,0.525,0.774,0.977
532.47,0.031,0.078,0.045,0.063,0.078,0.163,0.103,0.199,0.273,0.528,0.779,0.983
532.642,0.032,0.078,0.046,0.063,0.079,0.164,0.104,0.199,0.275,0.531,0.784,0.99
532.814,0.032,0.078,0.046,0.064,0.079,0.164,0.104,0.2,0.277,0.536,0.79,0.998
532.987,0.032,0.079,0.046,0.064,0.08,0.164,0.104,0.201,0.279,0.539,0.795,1.005
533.159,0.032,0.079,0.047,0.064,0.08,0.165,0.105,0.202,0.281,0.543,0.801,1.013
533.331,0.032,0.08,0.047,0.065,0.081,0.166,0.105,0.202,0.283,0.546,0.806,1.02
533.503,0.033,0.08,0.048,0.065,0.081,0.166,0.106,0.203,0.285,0.549,0.811,1.028
533.676,0.033,0.08,0.048,0.065,0.081,0.166,0.107,0.204,0.287,0.553,0.817,1.036
533.848,0.033,0.08,0.048,0.066,0.082,0.167,0.107,0.204,0.289,0.556,0.824,1.043
534.02,0.033,0.081,0.048,0.066,0.083,0.167,0.107,0.205,0.291,0.56,0.829,1.051
534.192,0.033,0.081,0.049,0.067,0.083,0.168,0.108,0.205,0.293,0.563,0.835,1.058
534.364,0.033,0.081,0.049,0.067,0.083,0.168,0.108,0.206,0.295,0.567,0.84,1.066
534.537,0.034,0.081,0.049,0.068,0.083,0.169,0.109,0.207,0.297,0.571,0.845,1.074
534.709,0.034,0.081,0.049,0.068,0.084,0.169,0.109,0.208,0.299,0.574,0.85,1.082
534.881,0.034,0.081,0.05,0.068,0.084,0.17,0.11,0.208,0.301,0.578,0.856,1.089
535.053,0.034,0.082,0.05,0.069,0.085,0.17,0.111,0.209,0.303,0.582,0.863,1.097
535.226,0.034,0.082,0.05,0.069,0.085,0.171,0.111,0.209,0.305,0.585,0.869,1.104
535.398,0.034,0.082,0.051,0.07,0.086,0.172,0.112,0.21,0.307,0.589,0.875,1.111
535.57,0.034,0.082,0.051,0.07,0.086,0.172,0.113,0.211,0.309,0.593,0.88,1.119
535.742,0.035,0.083,0.052,0.071,0.087,0.173,0.114,0.212,0.311,0.596,0.886,1.128
535.914,0.035,0.084,0.052,0.072,0.088,0.174,0.115,0.212,0.313,0.6,0.892,1.137
536.087,0.036,0.084,0.052,0.072,0.088,0.174,0.115,0.213,0.316,0.603,0.899,1.143
536.259,0.036,0.085,0.053,0.073,0.089,0.175,0.116,0.214,0.318,0.607,0.904,1.152
536.431,0.036,0.085,0.053,0.073,0.089,0.175,0.117,0.214,0.32,0.611,0.91,1.16
536.603,0.037,0.085,0.053,0.073,0.09,0.176,0.117,0.215,0.322,0.615,0.916,1.167
536.776,0.037,0.086,0.054,0.074,0.09,0.176,0.118,0.216,0.324,0.62,0.923,1.175
536.948,0.037,0.086,0.054,0.074,0.091,0.177,0.118,0.217,0.326,0.624,0.93,1.184
537.12,0.037,0.086,0.055,0.075,0.091,0.177,0.119,0.217,0.328,0.628,0.936,1.191
537.292,0.038,0.086,0.055,0.075,0.092,0.178,0.12,0.218,0.33,0.632,0.943,1.2
537.465,0.038,0.087,0.056,0.076,0.092,0.179,0.12,0.219,0.332,0.635,0.949,1.207
537.637,0.038,0.087,0.056,0.076,0.092,0.179,0.121,0.22,0.335,0.64,0.955,1.215
537.809,0.038,0.087,0.056,0.077,0.093,0.18,0.122,0.221,0.337,0.643,0.961,1.223
537.981,0.039,0.088,0.057,0.078,0.094,0.181,0.123,0.222,0.339,0.647,0.966,1.231
538.154,0.039,0.088,0.057,0.078,0.094,0.181,0.123,0.222,0.341,0.651,0.971,1.237
538.326,0.039,0.088,0.057,0.078,0.094,0.182,0.124,0.223,0.343,0.655,0.977,1.245
538.498,0.039,0.088,0.058,0.079,0.095,0.183,0.125,0.224,0.345,0.66,0.983,1.255
538.67,0.039,0.088,0.058,0.079,0.095,0.183,0.125,0.225,0.347,0.664,0.99,1.263
538.843,0.039,0.089,0.059,0.08,0.096,0.184,0.126,0.226,0.35,0.668,0.997,1.271
539.015,0.039,0.089,0.059,0.08,0.096,0.185,0.127,0.226,0.352,0.673,1.004,1.281
539.187,0.04,0.089,0.059,0.081,0.096,0.185,0.127,0.227,0.354,0.677,1.011,1.291
539.359,0.04,0.089,0.06,0.081,0.097,0.186,0.129,0.228,0.357,0.681,1.017,1.301
539.532,0.04,0.09,0.06,0.082,0.098,0.187,0.13,0.229,0.359,0.686,1.023,1.31
539.704,0.04,0.09,0.06,0.083,0.098,0.188,0.131,0.229,0.362,0.69,1.029,1.321
539.876,0.041,0.091,0.061,0.083,0.099,0.189,0.131,0.23,0.364,0.694,1.035,1.332
540.048,0.041,0.091,0.061,0.084,0.1,0.189,0.132,0.231,0.367,0.698,1.042,1.343
540.221,0.041,0.091,0.061,0.084,0.1,0.19,0.132,0.232,0.369,0.702,1.05,1.353
540.393,0.041,0.092,0.062,0.084,0.101,0.19,0.133,0.233,0.372,0.707,1.056,1.363
540.565,0.042,0.092,0.062,0.085,0.101,0.191,0.134,0.233,0.374,0.711,1.064,1.371
540.737,0.042,0.092,0.062,0.086,0.102,0.191,0.135,0.234,0.377,0.715,1.072,1.381
540.91,0.042,0.093,0.063,0.086,0.103,0.192,0.136,0.235,0.379,0.719,1.08,1.39
541.082,0.042,0.093,0.063,0.087,0.104,0.193,0.137,0.236,0.382,0.723,1.087,1.401
541.254,0.043,0.094,0.064,0.088,0.105,0.194,0.138,0.237,0.385,0.728,1.093,1.41
541.427,0.043,0.094,0.064,0.088,0.105,0.195,0.139,0.238,0.387,0.732,1.101,1.42
541.599,0.043,0.095,0.065,0.089,0.106,0.195,0.139,0.239,0.39,0.736,1.106,1.43
541.771,0.044,0.095,0.065,0.09,0.106,0.196,0.14,0.239,0.393,0.74,1.114,1.44
541.943,0.044,0.095,0.066,0.09,0.107,0.196,0.141,0.24,0.395,0.744,1.12,1.45
542.116,0.044,0.096,0.066,0.09,0.107,0.197,0.142,0.241,0.397,0.749,1.127,1.459
542.288,0.044,0.096,0.066,0.09,0.108,0.197,0.143,0.242,0.399,0.753,1.136,1.468
542.46,0.044,0.096,0.067,0.091,0.109,0.198,0.144,0.243,0.402,0.758,1.143,1.48
542.632,0.044,0.096,0.067,0.092,0.109,0.199,0.144,0.244,0.405,0.763,1.152,1.491
542.805,0.045,0.096,0.068,0.092,0.11,0.2,0.145,0.245,0.408,0.768,1.161,1.502
542.977,0.045,0.097,0.069,0.093,0.11,0.2,0.146,0.246,0.411,0.773,1.169,1.512
543.149,0.046,0.097,0.069,0.093,0.111,0.202,0.147,0.247,0.414,0.779,1.179,1.527
543.321,0.046,0.098,0.07,0.094,0.112,0.202,0.148,0.248,0.416,0.783,1.187,1.536
543.494,0.046,0.098,0.07,0.094,0.112,0.203,0.148,0.249,0.419,0.788,1.196,1.549
543.666,0.046,0.098,0.07,0.095,0.113,0.204,0.149,0.25,0.421,0.793,1.205,1.56
543.838,0.046,0.098,0.07,0.095,0.113,0.205,0.15,0.251,0.424,0.798,1.215,1.573
544.011,0.046,0.099,0.071,0.095,0.114,0.205,0.15,0.252,0.427,0.803,1.223,1.582
544.183,0.047,0.099,0.071,0.096,0.115,0.206,0.151,0.253,0.429,0.808,1.233,1.594
544.355,0.047,0.099,0.072,0.096,0.115,0.207,0.152,0.254,0.432,0.813,1.241,1.605
544.527,0.047,0.1,0.072,0.097,0.116,0.207,0.152,0.255,0.435,0.818,1.25,1.616
544.7,0.048,0.1,0.072,0.098,0.117,0.208,0.153,0.256,0.438,0.823,1.259,1.627
544.872,0.048,0.101,0.073,0.098,0.118,0.209,0.153,0.257,0.442,0.829,1.267,1.641
545.044,0.049,0.101,0.073,0.099,0.118,0.21,0.154,0.259,0.444,0.834,1.276,1.654
545.217,0.049,0.101,0.074,0.1,0.119,0.211,0.155,0.259,0.447,0.84,1.285,1.669
545.389,0.049,0.102,0.074,0.1,0.119,0.212,0.156,0.261,0.45,0.845,1.293,1.682
545.561,0.049,0.102,0.075,0.101,0.12,0.212,0.157,0.262,0.454,0.85,1.303,1.699
545.733,0.05,0.103,0.075,0.102,0.121,0.213,0.158,0.262,0.457,0.856,1.311,1.713
545.906,0.05,0.103,0.076,0.103,0.121,0.214,0.16,0.263,0.46,0.861,1.322,1.729
546.078,0.05,0.103,0.076,0.103,0.122,0.215,0.161,0.265,0.463,0.867,1.33,1.741
546.25,0.051,0.104,0.077,0.104,0.123,0.215,0.162,0.266,0.466,0.873,1.337,1.755
546.423,0.051,0.104,0.077,0.105,0.124,0.216,0.164,0.267,0.469,0.879,1.347,1.767
546.595,0.052,0.105,0.078,0.105,0.125,0.217,0.164,0.268,0.473,0.885,1.355,1.783
546.767,0.052,0.105,0.078,0.106,0.125,0.218,0.165,0.269,0.476,0.89,1.365,1.797
546.94,0.052,0.105,0.079,0.107,0.126,0.219,0.166,0.271,0.479,0.895,1.373,1.812
547.112,0.053,0.106,0.08,0.107,0.127,0.22,0.167,0.272,0.482,0.9,1.381,1.825
547.284,0.053,0.106,0.08,0.108,0.128,0.221,0.168,0.273,0.485,0.907,1.391,1.845
547.456,0.053,0.107,0.081,0.109,0.128,0.222,0.17,0.274,0.488,0.913,1.4,1.861
547.629,0.054,0.107,0.081,0.109,0.129,0.223,0.17,0.275,0.491,0.919,1.412,1.882
547.801,0.054,0.108,0.082,0.11,0.13,0.224,0.171,0.276,0.494,0.925,1.421,1.894
547.973,0.055,0.108,0.082,0.111,0.13,0.225,0.172,0.277,0.498,0.931,1.431,1.915
548.146,0.055,0.109,0.083,0.111,0.131,0.226,0.173,0.278,0.5,0.936,1.44,1.924
548.318,0.055,0.109,0.084,0.112,0.132,0.227,0.174,0.28,0.504,0.942,1.451,1.95
548.49,0.056,0.109,0.084,0.113,0.132,0.227,0.175,0.281,0.507,0.948,1.459,1.968
548.663,0.056,0.109,0.085,0.114,0.133,0.228,0.176,0.282,0.511,0.954,1.47,1.995
548.835,0.056,0.11,0.085,0.114,0.134,0.229,0.177,0.283,0.514,0.961,1.48,2.014
549.007,0.057,0.11,0.086,0.115,0.135,0.23,0.178,0.284,0.518,0.967,1.493,2.042
549.18,0.057,0.111,0.086,0.116,0.135,0.231,0.18,0.285,0.521,0.973,1.504,2.06
549.352,0.058,0.111,0.087,0.117,0.136,0.232,0.181,0.286,0.525,0.98,1.518,2.08
549.524,0.058,0.112,0.088,0.118,0.137,0.233,0.182,0.287,0.529,0.986,1.529,2.103
549.696,0.058,0.113,0.089,0.119,0.138,0.234,0.183,0.289,0.533,0.994,1.542,2.128
549.869,0.059,0.113,0.089,0.119,0.139,0.235,0.184,0.29,0.536,1,1.557,2.151
550.041,0.059,0.114,0.09,0.12,0.14,0.236,0.186,0.291,0.54,1.007,1.57,2.174
550.213,0.06,0.114,0.09,0.121,0.141,0.237,0.187,0.293,0.544,1.013,1.579,2.183
550.386,0.06,0.115,0.091,0.122,0.142,0.238,0.188,0.294,0.548,1.021,1.592,2.209
550.558,0.06,0.115,0.092,0.123,0.143,0.239,0.19,0.295,0.551,1.028,1.605,2.234
550.73,0.061,0.116,0.092,0.123,0.144,0.24,0.19,0.296,0.556,1.036,1.618,2.273
550.903,0.061,0.116,0.093,0.124,0.145,0.241,0.192,0.298,0.56,1.043,1.63,2.301
551.075,0.061,0.117,0.093,0.125,0.146,0.242,0.193,0.299,0.564,1.051,1.642,2.338
551.247,0.062,0.118,0.094,0.126,0.147,0.243,0.195,0.301,0.568,1.059,1.657,2.378
551.42,0.062,0.118,0.095,0.127,0.148,0.244,0.196,0.302,0.572,1.068,1.67,2.417
551.592,0.063,0.119,0.095,0.128,0.149,0.245,0.197,0.303,0.576,1.075,1.685,2.455
551.764,0.063,0.119,0.096,0.129,0.15,0.246,0.199,0.304,0.58,1.082,1.698,2.492
551.937,0.063,0.12,0.097,0.13,0.151,0.247,0.2,0.306,0.584,1.088,1.706,2.5
552.109,0.064,0.121,0.097,0.131,0.152,0.249,0.202,0.308,0.589,1.096,1.72,2.5
552.281,0.064,0.121,0.098,0.132,0.153,0.25,0.203,0.309,0.592,1.103,1.732,2.5
552.454,0.065,0.121,0.099,0.133,0.154,0.251,0.204,0.31,0.597,1.111,1.743,2.5
552.626,0.065,0.122,0.099,0.134,0.155,0.252,0.206,0.312,0.601,1.118,1.755,2.5
552.798,0.066,0.123,0.1,0.135,0.156,0.254,0.207,0.313,0.605,1.127,1.771,2.5
552.971,0.066,0.123,0.101,0.136,0.157,0.255,0.208,0.315,0.61,1.134,1.785,2.5
553.143,0.067,0.124,0.102,0.137,0.158,0.256,0.21,0.316,0.614,1.142,1.799,2.5
553.315,0.067,0.125,0.102,0.138,0.159,0.257,0.211,0.318,0.618,1.149,1.815,2.5
553.488,0.068,0.125,0.103,0.139,0.16,0.259,0.213,0.32,0.622,1.158,1.836,2.5
553.66,0.068,0.126,0.104,0.139,0.161,0.26,0.214,0.321,0.626,1.166,1.85,2.5
553.832,0.069,0.126,0.105,0.14,0.162,0.261,0.216,0.323,0.631,1.175,1.872,2.5
554.005,0.069,0.127,0.106,0.141,0.163,0.262,0.217,0.325,0.635,1.183,1.891,2.5
554.177,0.069,0.127,0.106,0.142,0.164,0.264,0.219,0.326,0.639,1.193,1.91,2.5
554.349,0.07,0.128,0.107,0.143,0.165,0.265,0.22,0.328,0.644,1.201,1.923,2.5
554.522,0.07,0.128,0.108,0.144,0.166,0.266,0.222,0.329,0.649,1.211,1.944,2.5
554.694,0.07,0.129,0.109,0.145,0.167,0.267,0.223,0.331,0.653,1.221,1.959,2.5
554.866,0.071,0.13,0.109,0.146,0.168,0.269,0.225,0.332,0.658,1.232,1.98,2.5
555.039,0.071,0.13,0.11,0.147,0.169,0.27,0.226,0.334,0.663,1.242,2.01,2.5
555.211,0.071,0.131,0.111,0.148,0.17,0.271,0.228,0.336,0.668,1.252,2.03,2.5
555.383,0.072,0.132,0.112,0.149,0.171,0.273,0.229,0.338,0.673,1.26,2.05,2.5
555.556,0.072,0.132,0.112,0.15,0.172,0.274,0.231,0.34,0.678,1.271,2.068,2.5
555.728,0.073,0.133,0.113,0.151,0.174,0.275,0.232,0.341,0.683,1.28,2.086,2.5
555.9,0.074,0.133,0.114,0.152,0.175,0.277,0.233,0.343,0.688,1.289,2.1,2.5
556.073,0.074,0.134,0.115,0.153,0.176,0.279,0.235,0.345,0.693,1.298,2.118,2.5
556.245,0.075,0.135,0.116,0.155,0.177,0.28,0.237,0.347,0.698,1.309,2.148,2.5
556.417,0.075,0.136,0.117,0.156,0.178,0.282,0.238,0.349,0.703,1.319,2.174,2.5
556.59,0.076,0.136,0.118,0.157,0.18,0.283,0.24,0.351,0.709,1.328,2.195,2.5
556.762,0.077,0.137,0.119,0.158,0.181,0.284,0.241,0.352,0.714,1.338,2.229,2.5
556.935,0.077,0.138,0.12,0.159,0.183,0.286,0.243,0.354,0.72,1.348,2.246,2.5
557.107,0.078,0.139,0.121,0.161,0.184,0.288,0.244,0.357,0.725,1.357,2.269,2.5
557.279,0.079,0.14,0.122,0.162,0.185,0.289,0.246,0.358,0.731,1.367,2.31,2.5
557.452,0.079,0.141,0.122,0.162,0.186,0.291,0.248,0.36,0.736,1.376,2.346,2.5
557.624,0.08,0.141,0.123,0.164,0.188,0.292,0.25,0.362,0.742,1.386,2.385,2.5
557.796,0.08,0.142,0.124,0.165,0.189,0.294,0.252,0.364,0.748,1.397,2.42,2.5
557.969,0.081,0.143,0.125,0.166,0.19,0.295,0.253,0.366,0.753,1.408,2.459,2.5
558.141,0.081,0.144,0.126,0.167,0.191,0.297,0.255,0.368,0.759,1.418,2.5,2.5
558.313,0.082,0.145,0.127,0.168,0.193,0.299,0.257,0.37,0.765,1.428,2.5,2.5
558.486,0.083,0.146,0.128,0.169,0.194,0.3,0.259,0.373,0.771,1.438,2.5,2.5
558.658,0.083,0.146,0.129,0.171,0.195,0.302,0.261,0.374,0.776,1.449,2.5,2.5
558.831,0.084,0.147,0.13,0.172,0.196,0.303,0.263,0.377,0.781,1.459,2.5,2.5
559.003,0.084,0.148,0.131,0.173,0.198,0.305,0.265,0.379,0.787,1.47,2.5,2.5
559.175,0.085,0.149,0.132,0.174,0.199,0.306,0.266,0.381,0.792,1.482,2.5,2.5
559.348,0.086,0.149,0.133,0.176,0.2,0.308,0.268,0.383,0.798,1.492,2.5,2.5
559.52,0.086,0.15,0.133,0.177,0.201,0.309,0.27,0.385,0.803,1.502,2.5,2.5
559.692,0.087,0.15,0.134,0.178,0.202,0.31,0.272,0.387,0.808,1.516,2.5,2.5
559.865,0.087,0.151,0.135,0.179,0.204,0.312,0.273,0.388,0.814,1.526,2.5,2.5
560.037,0.088,0.151,0.136,0.18,0.205,0.313,0.275,0.39,0.82,1.539,2.5,2.5
560.209,0.088,0.152,0.137,0.182,0.206,0.315,0.277,0.392,0.826,1.552,2.5,2.5
560.382,0.089,0.152,0.138,0.183,0.207,0.316,0.279,0.395,0.832,1.568,2.5,2.5
560.554,0.09,0.153,0.139,0.185,0.209,0.318,0.28,0.397,0.837,1.58,2.5,2.5
560.727,0.09,0.154,0.14,0.186,0.21,0.319,0.282,0.399,0.844,1.592,2.5,2.5
560.899,0.091,0.154,0.141,0.187,0.211,0.321,0.284,0.4,0.849,1.608,2.5,2.5
561.071,0.091,0.155,0.142,0.188,0.213,0.323,0.286,0.403,0.855,1.621,2.5,2.5
561.244,0.092,0.156,0.143,0.19,0.214,0.324,0.288,0.405,0.862,1.636,2.5,2.5
561.416,0.092,0.157,0.144,0.191,0.216,0.326,0.29,0.407,0.868,1.65,2.5,2.5
561.589,0.093,0.158,0.144,0.192,0.217,0.328,0.291,0.409,0.874,1.665,2.5,2.5
561.761,0.093,0.159,0.145,0.194,0.219,0.329,0.294,0.412,0.88,1.679,2.5,2.5
561.933,0.094,0.16,0.147,0.195,0.22,0.331,0.296,0.414,0.886,1.694,2.5,2.5
562.106,0.095,0.161,0.148,0.196,0.222,0.333,0.298,0.416,0.893,1.708,2.5,2.5
562.278,0.095,0.162,0.149,0.198,0.223,0.335,0.3,0.419,0.899,1.72,2.5,2.5
562.45,0.096,0.163,0.15,0.199,0.225,0.337,0.302,0.421,0.905,1.734,2.5,2.5
562.623,0.097,0.164,0.152,0.2,0.227,0.339,0.305,0.423,0.912,1.746,2.5,2.5
562.795,0.098,0.165,0.153,0.202,0.228,0.341,0.307,0.426,0.918,1.759,2.5,2.5
562.968,0.098,0.166,0.154,0.203,0.23,0.342,0.309,0.428,0.925,1.772,2.5,2.5
563.14,0.099,0.167,0.155,0.205,0.231,0.344,0.312,0.431,0.931,1.789,2.5,2.5
563.312,0.1,0.168,0.157,0.206,0.233,0.346,0.313,0.434,0.939,1.804,2.5,2.5
563.485,0.101,0.169,0.158,0.208,0.235,0.348,0.316,0.436,0.945,1.819,2.5,2.5
563.657,0.102,0.17,0.159,0.21,0.236,0.35,0.318,0.439,0.952,1.83,2.5,2.5
563.83,0.103,0.171,0.16,0.211,0.238,0.352,0.32,0.441,0.959,1.847,2.5,2.5
564.002,0.103,0.172,0.161,0.213,0.24,0.354,0.322,0.444,0.966,1.864,2.5,2.5
564.174,0.104,0.172,0.163,0.214,0.241,0.356,0.324,0.446,0.973,1.885,2.5,2.5
564.347,0.105,0.173,0.164,0.216,0.243,0.358,0.326,0.448,0.98,1.903,2.5,2.5
564.519,0.105,0.174,0.165,0.217,0.244,0.36,0.329,0.45,0.987,1.928,2.5,2.5
564.692,0.106,0.175,0.166,0.219,0.246,0.362,0.331,0.453,0.994,1.944,2.5,2.5
564.864,0.107,0.176,0.167,0.22,0.247,0.364,0.333,0.455,1.001,1.964,2.5,2.5
565.036,0.107,0.177,0.168,0.222,0.249,0.366,0.335,0.457,1.007,1.979,2.5,2.5
565.209,0.108,0.178,0.169,0.223,0.25,0.368,0.337,0.46,1.014,1.998,2.5,2.5
565.381,0.109,0.179,0.17,0.225,0.252,0.37,0.339,0.462,1.02,2.017,2.5,2.5
565.554,0.109,0.18,0.172,0.226,0.253,0.372,0.341,0.464,1.028,2.042,2.5,2.5
565.726,0.11,0.181,0.173,0.228,0.255,0.374,0.343,0.466,1.035,2.061,2.5,2.5
565.898,0.111,0.182,0.174,0.229,0.257,0.376,0.345,0.469,1.042,2.084,2.5,2.5
566.071,0.111,0.182,0.175,0.231,0.259,0.378,0.348,0.471,1.05,2.107,2.5,2.5
566.243,0.112,0.183,0.176,0.233,0.26,0.38,0.349,0.474,1.058,2.131,2.5,2.5
566.416,0.113,0.184,0.177,0.234,0.262,0.382,0.351,0.476,1.065,2.155,2.5,2.5
566.588,0.114,0.185,0.178,0.236,0.264,0.384,0.354,0.478,1.073,2.178,2.5,2.5
566.76,0.114,0.186,0.18,0.237,0.265,0.386,0.356,0.481,1.081,2.205,2.5,2.5
566.933,0.115,0.188,0.181,0.239,0.267,0.388,0.358,0.484,1.088,2.23,2.5,2.5
567.105,0.116,0.189,0.182,0.241,0.269,0.39,0.361,0.486,1.096,2.263,2.5,2.5
567.278,0.116,0.19,0.184,0.242,0.27,0.392,0.363,0.49,1.104,2.295,2.5,2.5
567.45,0.117,0.191,0.185,0.244,0.272,0.394,0.365,0.493,1.112,2.32,2.5,2.5
567.623,0.118,0.192,0.186,0.246,0.274,0.396,0.368,0.495,1.119,2.345,2.5,2.5
567.795,0.119,0.193,0.187,0.247,0.276,0.398,0.37,0.498,1.127,2.381,2.5,2.5
567.967,0.12,0.194,0.189,0.249,0.277,0.4,0.373,0.5,1.135,2.437,2.5,2.5
